Overall,Bib,Name,Time
711,33638,Patrick Paolini,4:25:52
712,30404,Ian Shoup,4:25:55
713,30499,Trace Cline,4:25:56
714,30291,Garrett Davis,4:26:02
715,30639,David Martinez-Bulla,4:26:03
716,32124,Patrick Neuman,4:26:04
717,31338,Chris Miller,4:26:05
718,32056,Kyle Feeley,4:26:07
719,31163,Elizabeth Webb,4:26:17
720,30951,Jennifer Drury,4:26:19
721,31119,Kelsey Smith,4:26:21
722,30764,Stephen Dunkley,4:26:24
723,32016,Malachi Gandy,4:26:25
724,30567,Kristina Selters,4:26:34
725,30726,Sara Schulz,4:26:52
726,31447,Erin Haris,4:27:07
727,30850,Koji Takeda,4:27:20
728,31367,Ankur Lal,4:27:21
729,31701,Wyatt Surbey,4:27:23
729,31243,Allison Taylor,4:27:23
731,33538,Luca Mandrioli,4:27:24
732,32161,Carly Chianese,4:27:25
733,31406,Dave Sullivan,4:27:28
734,32047,James Greer,4:27:36
735,31429,Sean Smith,4:27:39
736,30537,Art Blanchford,4:27:50
737,31440,Cindy Akins,4:27:52
738,32085,Beth Gartland,4:27:55
738,31885,William Gunn,4:27:55
740,31878,Allison Gough,4:28:04
741,31545,Stephanie Sokolowski,4:28:05
742,30686,Ericca Whitt,4:28:15
743,31374,Brittney Mcdaniel,4:28:19
744,31125,Grace Sims,4:28:23
745,31567,Dennis Norman,4:28:30
746,30754,Charles Newnam,4:28:31
747,30524,Greg Burress,4:28:33
748,32112,Bibiana Rincon,4:28:37
749,30618,Greg Van Patten,4:28:38
750,30026,John Ramsay,4:28:45
751,30191,Ronald Woodall,4:28:54
752,31264,Stacy Gagne,4:29:00
752,30832,Theresa Lyon,4:29:00
754,31244,Lierin Rossman,4:29:02
755,31263,Stephen Vought,4:29:08
756,33521,Leah Holsclaw,4:29:19
757,31697,Megan Welu,4:29:20
757,31530,Elizabeth Brown,4:29:20
759,31432,Wesley Tyus,4:29:32
760,30783,Patrick Wilkens,4:29:38
761,30824,Joel Reader,4:29:42
761,31135,Paul Lyons,4:29:42
763,31451,Rene Aldrich,4:29:48
764,31061,Kimberly Berry,4:29:50
765,33548,Kevin O'Connor,4:29:51
766,31251,Rebecca Laird,4:29:52
767,31532,Keith Weghorst,4:29:54
768,33066,Hillary Bendert,4:29:57
769,31695,Ranjan Mehta,4:30:15
770,30514,Timothy Ford,4:30:16
771,33657,Laurie Rice,4:30:19
772,33533,Ken Myers,4:30:20
773,520,Brett Smith,4:30:34
774,31154,Rob Goeckermann,4:30:36
775,31148,Kristy Theisen,4:30:52
776,33523,Allison Axness,4:30:58
776,33529,Nicole Moffitt,4:30:58
776,31180,Melissa Hoggard,4:30:58
776,33528,Vanessa Foy,4:30:58
776,33573,Anne Norsted,4:30:58
781,30571,Tommy Condon,4:31:09
781,31391,Francine Gibson,4:31:09
783,31239,Austin Lively,4:31:11
784,32033,Chelsea Walbridge,4:31:13
784,32034,Evan Walbridge,4:31:13
784,31172,Peter Jourgensen,4:31:13
787,30632,Logan Luker,4:31:15
788,31966,Gwen Tuck,4:31:27
789,32054,Heather Harms,4:31:29
790,31568,Sokol Vari,4:31:31
790,30377,Jessica Krimmel,4:31:31
792,31901,Aaron Mccarley,4:31:32
793,31179,Joan Swearingen,4:31:41
794,33658,Carl Dunphy,4:31:42
795,30553,Joel Wren,4:31:51
796,31152,Martin Rochette,4:31:58
797,32064,Trevor Kramer,4:32:00
797,31004,Kevin Nielsen,4:32:00
799,31222,Grant Barrett,4:32:02
799,31590,Florence Mcgraw,4:32:02
801,33284,Marie Fisher,4:32:20
801,31538,Kristi Marcera,4:32:20
803,32019,Liz Huntley,4:32:25
804,31890,Kristen Long,4:32:29
805,33577,Bryce Cosby,4:32:34
806,30745,Joey Tappon,4:32:43
807,31855,Lisa Johnson,4:32:45
807,31886,Marcus Wasilevich,4:32:45
809,31250,Caroline Limbaugh,4:32:46
810,30837,Sylvia Claire Jaworski,4:32:49
811,31524,Alyssa Rysdyk,4:32:51
811,31523,Emily Hagerman,4:32:51
813,31052,Deb Fleck,4:32:52
814,31185,Hannah Plunkett,4:32:58
815,31183,Emily Burgett,4:33:10
815,31084,Chris Daniel,4:33:10
817,32750,Joel Sosebee,4:33:26
818,30349,Caroline Ruttenberg,4:33:27
819,31452,Tien Nguyen,4:33:41
819,32100,Aaron Turley,4:33:41
821,30113,Scott Bell,4:33:52
822,30663,Tim Powers,4:33:53
823,526,Larry Epps,4:33:55
824,32746,Emily Hanner,4:33:57
825,31921,Mckenzie Renshaw,4:34:06
826,32734,Steven Sloan,4:34:07
826,32736,Kelsey Shaw,4:34:07
828,32568,Brittany Dernberger,4:34:13
828,32780,Stephanie Phelps,4:34:13
830,31832,Nicole Cochran,4:34:14
831,30730,Shawn Loy,4:34:15
832,30860,Erin Soedt,4:34:19
833,30884,Robert Garza,4:34:24
834,32089,Lexa Mclauchlin,4:34:28
835,31643,Will Deisley,4:34:32
836,32035,Shelby Mitchell,4:34:33
836,32083,Marisa Stahl,4:34:33
838,30939,Dallas Smith,4:34:37
839,30677,Ranae Cirrincione,4:34:42
840,32162,Katherine Lew,4:34:45
841,31192,Brad Hirsch,4:34:46
842,31193,Eve Mills,4:34:49
842,33213,Kevin Davenport,4:34:49
844,30861,Jeffrey Baumann,4:34:58
844,31254,Evan Phillips,4:34:58
846,32137,Connally Sasser,4:35:05
847,31276,Luis Luevanos,4:35:06
848,32244,Sara Kate Harbarger,4:35:07
849,31437,Brad Cairns,4:35:08
850,32217,Patrick Scully,4:35:21
851,31487,Hunter Newby,4:35:22
852,31626,Anna Childers,4:35:24
853,31214,Morghan Jameson,4:35:33
853,31201,Rachael Jameson,4:35:33
855,31811,Taylor Randall,4:35:40
856,31070,Maxxwell Lebiecki,4:35:42
857,30965,Terry Dietzler,4:35:47
858,30999,Trista Gunderman,4:35:51
859,33501,Chris Strickland,4:35:55
860,31424,Thomas Lubeck,4:36:01
861,33132,Andrea Burchett,4:36:10
862,31658,Karen Wendler,4:36:12
863,33586,Konstance Carlisle,4:36:15
864,30128,Chris Zborowski,4:36:18
865,32716,Kylie Watts,4:36:22
865,32714,Megan Wingo,4:36:22
867,30666,Joshua Wegner,4:36:24
868,31651,Lily Cummings,4:36:25
869,30924,Jeremy Smith,4:36:34
869,30926,Denise Hiuga,4:36:34
869,31870,Regina Hodge,4:36:34
872,31187,Christopher Keelan,4:36:39
873,31015,Andy Heck,4:36:40
874,31334,Brett Stanger,4:36:56
875,32205,Anna Harris,4:37:08
876,31620,Tina Errthum,4:37:19
876,31245,Chris Koverman,4:37:19
878,31828,Katherine Didonato,4:37:25
879,31937,Erin Cantwell,4:37:26
880,32088,Grant Vankirk,4:37:38
881,33553,Christa Casey,4:37:46
882,31408,Jennifer Adams,4:37:53
883,31105,Jake Smrekar,4:38:00
883,30946,Mike Lord,4:38:00
885,31431,Brandon Ward,4:38:01
886,32516,Ryan Gallagher,4:38:04
887,31018,Jorge Mendoza,4:38:15
888,31428,Lynette Mccloud,4:38:16
888,31197,Kristin Johnson,4:38:16
890,31233,Jacob Rossman,4:38:18
890,31021,Paul Geffken,4:38:18
890,31378,Mike Dwyer,4:38:18
893,32065,Alex Tolbert,4:38:24
893,31216,Natalie Clark,4:38:24
895,31195,Erica Veil,4:38:31
896,32263,Justina Murphy,4:38:32
897,33247,Elizabeth Strom,4:38:56
898,32720,Gina Simpson,4:38:59
899,30862,Steve Virgo,4:39:00
900,31098,Carrie Terlecky,4:39:02
901,31302,Taylor Howard,4:39:04
902,31031,Frank Lopez,4:39:08
903,32121,Katie Auld,4:39:10
904,31687,Shanna Monahan,4:39:13
904,32171,Lydia Rialland,4:39:13
906,32053,Vic Duggan,4:39:16
907,31200,Catherine Roebuck,4:39:18
908,32069,Barry Hurst,4:39:20
909,33720,Garrett Aune,4:39:23
910,33507,Jeff Teeters,4:39:27
911,31422,Preston Campbell,4:39:29
911,31203,Brooke Campbell,4:39:29
913,31283,Chris Gaffney,4:39:35
914,30244,Hannah Beasley,4:39:43
915,30966,Jaclyn Serafin,4:39:57
916,31923,Christopher Heltzel,4:39:58
917,30972,Ann Sauer,4:40:04
918,32946,Lauren Keyandwy,4:40:06
919,525,Gerald Tarlton,4:40:08
920,32958,Christy Benningfield,4:40:11
920,31435,Connie Clarke,4:40:11
920,31230,Darryl Pea,4:40:11
923,30991,Paul Rolland,4:40:12
924,30789,Monica Espey,4:40:20
925,31072,Allie Parker,4:40:44
926,32127,John Renfroe,4:40:47
927,30810,Danny Sarnowski,4:40:50
928,30989,Pablo Ignacio Rodriguez Gonzalez,4:40:53
929,33555,Luke Catledge,4:41:04
930,30683,Brenton Graham,4:41:06
931,30012,Holly Friedlander,4:41:07
931,30654,Erin Mick,4:41:07
931,31678,Nicole Olson,4:41:07
934,33509,Jonathan Krebs,4:41:08
935,33188,Shane Malek,4:41:10
936,31525,Scott Litwin,4:41:14
937,32086,Garrett Maiolo,4:41:16
938,32039,Phil Hunt,4:41:25
938,32043,Dave Thibodeau,4:41:25
940,31247,Andrew Currier,4:41:28
941,31040,Rich Demarais,4:41:31
941,31384,Todd Fipps,4:41:31
943,32308,Bea Benavides,4:41:35
944,31849,Miguel Anguiano,4:41:37
945,31520,Stephanie Nidiffer,4:41:39
945,31234,Cole Griffin,4:41:39
945,31335,Ashley Dicks,4:41:39
948,31319,Grace Bennett,4:41:46
949,30777,Ev Reb,4:41:47
950,32008,Dana Devore,4:42:03
951,31826,Monica Smith,4:42:05
952,30478,Ashley Baltes,4:42:06
953,31789,Sinead Mclaughlin,4:42:10
954,32756,Kyle Kraemer,4:42:13
955,32220,Morgan Markley,4:42:31
956,33584,Jane Carlisle,4:42:50
957,31433,Ryne Stokes,4:42:51
958,31124,Justin Stewart,4:42:54
959,31090,Tori Levy,4:42:55
960,32300,Linsey Timen,4:42:56
961,30597,Amanda Dale,4:43:02
961,31618,Brad Piepenbrink,4:43:02
963,31698,Anthony Southerland,4:43:11
964,32158,Erick Shultz,4:43:14
964,31684,Rachel Baxter,4:43:14
966,31227,Amy Blum,4:43:16
967,31742,Hannah Bibb,4:43:17
968,31734,John Rach,4:43:18
969,31275,James Mcnichols,4:43:23
970,32007,Lynn Roberts,4:43:35
971,31864,Abby Depriest,4:43:37
972,30660,Nathan Nooner,4:43:46
972,31654,Allison Shartzer,4:43:46
974,31833,Fernando Avalos,4:43:48
975,30676,Natalie Converse,4:43:51
976,31076,Donna England,4:43:56
977,30206,Robert Storey,4:43:57
978,32200,Shawn Walsh,4:43:58
979,30548,Mark Scrivner,4:44:05
980,32164,Renee Sannan,4:44:07
980,30467,Jennifer Priest,4:44:07
982,31402,Blair Hollis,4:44:13
983,31820,Joey Msall,4:44:16
984,30825,Reuben Sliva,4:44:22
985,30509,Susan Ashworth,4:44:28
986,32165,Nena Guin,4:44:36
987,32134,Alan George,4:44:37
988,31517,Dolores Lucas,4:44:39
989,30525,Dennis Zaborac,4:44:40
990,31242,Kirk Gripenstraw,4:44:48
991,31248,Tara Adams-Trueblood,4:44:49
991,31255,Fred Dummar,4:44:49
991,30513,Troy Grimes,4:44:49
994,30863,Anders Lindquist,4:44:50
995,31258,Rhiana Sherwood,4:44:52
996,31213,Neal Gulkis,4:44:57
997,30242,Chris Hodges,4:44:58
998,31688,Kevin Gunn,4:45:04
999,31308,Daisuke Katagiri,4:45:09
999,32014,Lindsay Mcsweeney,4:45:09
1001,32084,Sarah Farrow,4:45:11
1001,31555,Scott Boettcher,4:45:11
1003,31133,Isaac Fowler,4:45:18
1003,32228,Nathan Fowler,4:45:18
1005,32021,Jonerik Livingston,4:45:33
1005,32772,Katherine Troxell,4:45:33
1005,32786,Julie Austin,4:45:33
1008,32672,Chelsea Blankinship,4:45:34
1009,32149,Marisa Gonzales,4:45:35
1010,30859,Ryan Lykins,4:45:36
1010,31267,Christopher Groskaufmanis,4:45:36
1012,30803,Julie Landrum,4:45:42
1013,30015,Jennifer Erausquin,4:45:53
1014,31543,Steven Titzer,4:45:56
1015,30596,Randy Harris,4:45:57
1016,30564,Barry Hamilton,4:46:03
1017,31616,Sarah Jurgensmeyer,4:46:10
1018,31002,Sally Denoma,4:46:12
1019,30746,Maggie Pelz,4:46:14
1020,30062,Adam Allie,4:46:15
1021,31646,Kevin Sandall,4:46:18
1022,30817,Ashley Flynn,4:46:28
1023,32229,Amanda Martin,4:46:29
1024,33498,Ricky Krisle,4:46:37
1025,31776,Cindy Thompson,4:46:39
1026,30766,Maxwell Tebos,4:46:44
1027,30829,Samuel Tebos,4:46:45
1027,31219,Jill Tebos,4:46:45
1027,30765,Gabriel Tebos,4:46:45
1030,33542,Dayquan Julienne,4:46:49
1031,30533,Ralph Arvizu,4:46:50
1032,30204,Bradley Thompson,4:47:00
1032,521,Pallie Jones,4:47:00
1034,31508,Abi Gearing,4:47:01
1035,30599,Ryan Morgan,4:47:04
1036,30373,Peter Hunt,4:47:22
1037,30109,Joe Kiley,4:47:29
1038,31880,Anky Lam,4:47:30
1039,33642,Lisa Greenbaum,4:47:41
1040,31317,Katie Hall,4:47:45
1041,31587,Radnee Anib,4:47:47
1042,33581,Luke Diehl,4:47:54
1043,30913,James Pottmeyer,4:47:58
1044,31996,Amanda Miller,4:48:01
1044,33344,Lael Humble,4:48:01
1046,31279,Robert Demaio,4:48:03
1047,31280,Jenny Denkler,4:48:04
1048,31636,Julia Mackendrick,4:48:06
1049,31278,Walter Perry,4:48:07
1050,30855,Kathleen Kelly,4:48:18
1051,31782,Robert Hartley,4:48:25
1052,30359,Curtis Marshall,4:48:29
1053,30306,William Johnson,4:48:44
1054,31894,Bhaviksha Ranchod,4:48:50
1054,31669,Angie Koonin,4:48:50
1054,31865,Zach Lemke,4:48:50
1057,32612,Kimberley Mckenzie,4:48:51
1058,31619,Gwenthian Hewitt,4:48:53
1059,32023,Cheryl Doucette,4:48:56
1060,31670,Nick Alexander,4:49:00
1061,30792,Jon Winchester,4:49:06
1062,31232,Jonathan Nall,4:49:11
1063,32114,Kimberly Knox,4:49:12
1064,32020,Allison Capps,4:49:13
1065,31088,Melissa Katzer,4:49:21
1066,30910,Chad Koyama,4:49:27
1066,31552,Matt Simmons,4:49:27
1068,30752,Anna Jones,4:49:28
1069,32306,William Farner,4:49:37
1070,31401,Kayley Byl,4:49:39
1071,32028,Drew Reynolds,4:49:42
1072,32314,Rachel Clardy,4:49:47
1073,32816,Jonathan Wilson,4:49:48
1074,30901,Jonathan Binkley,4:49:55
1075,31449,Patty Singley,4:50:00
1075,31896,Akihito Ishiwatari,4:50:00
1077,32209,Claudio Chittaro,4:50:02
1078,31006,Paula Carter,4:50:03
1079,31906,Candace Schutt,4:50:04
1080,31057,Bill Hopkins,4:50:06
1081,31774,Lexi Loving,4:50:07
1082,32820,Lori Brown,4:50:09
1083,33547,Frans Tegroen,4:50:10
1084,31637,Bob Cornell,4:50:17
1085,31174,Ionela Halke,4:50:18
1086,30002,Stephanie Plese,4:50:19
1087,31563,Jessica Speers,4:50:29
1088,31956,Stephanie Goeckermann,4:50:32
1089,31081,Ellen Judy,4:50:36
1089,31851,Alexis Melloy,4:50:36
1091,31531,Karen Langer,4:50:40
1092,32030,Anna Danals,4:50:55
1093,32390,Nick Qin,4:50:56
1094,31814,Andrea Griswold,4:51:00
1095,32235,Alayne Klopp,4:51:04
1096,32596,Hao Wang,4:51:05
1097,30849,Ryan Beaird,4:51:06
1097,32176,Aly Beaird,4:51:06
1099,31869,Mary Kay Shigo,4:51:20
1100,33221,Allyson Schuchert,4:51:27
1101,30376,Oryvie Johnson,4:51:32
1101,32240,Mary David,4:51:32
1103,33526,Roberto Mello,4:51:38
1104,30729,Michael Pietrzykowski,4:51:40
1105,31542,Stacy Bagal,4:51:53
1106,30647,Thomas Brim-Edwards,4:52:05
1107,32686,Ben Warren,4:52:07
1108,32077,Amy Frank,4:52:12
1109,30200,Ross Burke,4:52:25
1110,31621,Bart Quale,4:52:28
1110,31411,Mark Halverson,4:52:28
1112,31412,Kendra Halverson,4:52:29
1112,31425,Tim Kotlowski,4:52:29
1114,32317,Jesica Watkins,4:52:38
1115,30297,Jimmy Nicolas,4:52:39
1115,31639,James Shepherd,4:52:39
1117,33593,Bridget Peberdy,4:52:41
1118,31463,Ken Oeser,4:52:46
1119,30895,Jordan Paris,4:52:58
1120,30364,John Johnson,4:53:05
1121,32163,Kimberly Pitts,4:53:20
1122,31445,Bobby Newman,4:53:21
1122,33042,Caroline Davis,4:53:21
1124,31790,Gary Dibble,4:53:26
1124,31208,Cameron Willoughby,4:53:26
1126,538,James Evans,4:53:39
1127,30544,Tim Guider,4:53:40
1128,33394,Kurt Schuettinger,4:53:47
1129,30958,Evan Allie,4:53:51
1130,33064,Lily Albright,4:53:55
1131,32247,Jarrod Cordel,4:54:02
1132,33167,Jeffrey Mercer,4:54:03
1133,33160,Rodney Ragland,4:54:13
1133,31614,Tiffany Yiatras,4:54:13
1135,31784,Karen Stummer,4:54:20
1136,32027,Evan Shinar,4:54:22
1137,31845,Matthew Conwell,4:54:29
1138,31159,Janette Wheeler,4:54:31
1139,30027,Tommy Clark,4:54:37
1140,32258,Chip Rebadow,4:54:41
1141,31017,Holly Huston,4:54:42
1142,32129,Dana Long,4:54:45
1143,31272,Josh Mcquillan,4:54:50
1143,31783,Wendy Christofferson,4:54:50
1145,33565,John Armour,4:54:55
1146,31483,Jamie Yancey,4:54:59
1147,30549,John Strohm,4:55:05
1148,33653,Danny Mogan,4:55:06
1149,31882,Ricky Lam,4:55:08
1149,30982,James King,4:55:08
1151,32190,Mindi Whittaker,4:55:09
1151,31982,Gabby Hernandez,4:55:09
1153,522,Larry Phillips,4:55:18
1154,32117,Isil Smith,4:55:23
1155,31073,David Puck,4:55:28
1156,33556,Mary Gore,4:55:32
1157,31992,Tonya Bradford,4:55:35
1158,31298,Jessica Smiley,4:55:45
1159,31754,Fabio Marri,4:55:46
1160,31913,Joel Mensch,4:55:56
1161,31793,Meghan Marano,4:55:57
1162,32009,Mary Grace Eades,4:55:58
1163,32146,Cyndi Stringham,4:56:01
1164,31549,Scott Foster,4:56:06
1165,33520,Russell Durdunji,4:56:11
1165,31339,Chris Root,4:56:11
1167,32276,Mackenzie Gorthy,4:56:14
1167,32277,Brook Plato,4:56:14
1169,33508,Sota Kibe,4:56:15
1170,30351,Xiaoming Jin,4:56:21
1170,33676,Julia Roseman,4:56:21
1172,31204,Nick Huston,4:56:23
1173,31950,William Weger,4:56:27
1174,30551,Jeremy Greer,4:56:34
1175,32238,George Lien,4:56:36
1176,32266,Michael Flynn,4:56:39
1177,33256,Grace Lee,4:56:41
1178,32706,Samuel Vasquez,4:56:42
1178,31173,Kevin Gerner,4:56:42
1180,31415,Amanda Swerdlow,4:56:45
1181,30701,Patricio Gavilan,4:56:47
1182,31841,Ryan Hathaway,4:56:50
1182,31840,Sarah Fustin,4:56:50
1184,31706,Erin Dahlin,4:56:51
1184,31186,Brian Cotter,4:56:51
1186,31689,Maureen Dunnagan,4:56:52
1187,31874,Chuck Cook,4:57:06
1188,33046,Elizabeth Russell,4:57:11
1189,32102,Lea Parsley,4:57:13
1190,31911,Emily Langdon,4:57:15
1191,32192,Vanessa Goodnight,4:57:17
1192,30983,Gary Letchworth,4:57:21
1193,30538,Denise Sauriol,4:57:26
1194,31673,Sarah Oelker,4:57:27
1195,31961,Matthew Dorian,4:57:39
1196,32017,Mark Delegal,4:57:41
1197,32041,Alexandria Spillman,4:57:42
1198,32157,Kristen Kukla,4:57:44
1199,31526,Stephen Mcingvale,4:57:54
1200,31893,Joseph Saig,4:57:55
1201,31644,Susan Gamble,4:57:58
1202,31114,Scott Martineau,4:58:13
1203,31127,Steven Herald,4:58:19
1204,33572,David Cohen,4:58:20
1205,30477,Jenny Lopez,4:58:21
1206,32068,Ben Kinsey,4:58:36
1206,33552,Rachel Mcafee,4:58:36
1208,30235,Nghiem Le,4:58:38
1209,33679,Lorena Perez,4:58:43
1210,32313,Kristina Spillers,4:58:48
1210,32900,Andrew Wentworth,4:58:48
1212,33525,David Gress,4:58:51
1213,30547,Justin Reed,4:58:54
1214,31450,Jessica Johns,4:58:57
1215,31003,John Riegel,4:59:05
1216,31858,Brian Kampman,4:59:22
1217,32740,Donald Halke Ii,4:59:25
1217,32106,Ryan Dearbone,4:59:25
1219,31898,Dawn Woolford,4:59:27
1220,33503,Candice Byars,4:59:31
1221,31582,Graciela Garcia,4:59:35
1222,33678,Josh Wolter,4:59:37
1222,33229,Timothy Dugan,4:59:37
1224,32045,Eric Killgo,4:59:42
1225,33484,Jenny Twaddell,4:59:47
1226,32712,Melissa Lameka,4:59:54
1226,33499,Kriste Sheft,4:59:54
1228,32188,Alexandra Sanden,5:00:00
1229,33417,Shreyas Patel,5:00:01
1230,31680,Jennie Lipson,5:00:02
1231,30934,Samuel Younger,5:00:04
1232,33108,Kristen Puzzo,5:00:13
1233,31385,Mahmud Brifkani,5:00:14
1234,31063,Kyle Hirsch,5:00:15
1235,32239,Pearson Lien,5:00:22
1236,33709,Beth Sanders,5:00:24
1237,32281,Kate Heid,5:00:30
1238,33580,Mike Kumiyama,5:00:33
1239,31722,Angela Whitley,5:00:34
1240,31162,Kelsey Powell,5:00:37
1241,31558,Jeremiah Farwell,5:00:39
1241,31915,Cyrus Rhode Jr,5:00:39
1243,31571,Chris Millea,5:00:49
1244,33004,Megan Thompson,5:01:00
1245,33588,Matt Valnoski,5:01:01
1246,30984,Santiago Molina,5:01:03
1247,33673,Matthew Voyles,5:01:05
1248,31987,Joshua Govreau,5:01:37
1249,33643,Barbara Evans,5:01:39
1250,31786,Corrinne Rosquillo,5:01:48
1251,32048,Eric Solomon,5:01:49
1252,32237,Jennifer Johnson,5:01:54
1253,31691,Savannah Van Loon,5:01:57
1254,32004,Lee Cundiff,5:01:59
1254,31692,Annelise Vaage,5:01:59
1256,32101,Michelle Musser,5:02:00
1257,32514,Jacqueline Kelly,5:02:01
1258,32940,Dusty Akom,5:02:07
1258,32938,Darlene Akom,5:02:07
1260,31907,Hannah Moses,5:02:14
1261,32766,Ron Trenkamp,5:02:19
1262,30698,Walter Oehm,5:02:20
1263,31572,Toby Samples,5:02:23
1264,31557,Mitchell Smith,5:02:25
1265,32784,Anna Mumma,5:02:37
1266,33589,Daniel Horne,5:02:40
1267,30453,Sarah Shearer,5:02:45
1267,30454,Jonathan Shearer,5:02:45
1269,31617,Nick Langas,5:02:50
1270,31592,Ryan Nowicki,5:02:51
1271,32078,Heather Knoll,5:02:52
1271,33663,Carl Livingston,5:02:52
1273,31394,Susan Lucas,5:03:01
1274,31655,Paul Gourley,5:03:04
1275,33178,Tiffany Chea,5:03:08
1275,31260,Melissa Kauffman,5:03:08
1275,31677,Erica Mellinger,5:03:08
1278,32245,Mike Parrish,5:03:20
1278,33228,Brayden Petroshus,5:03:20
1280,30693,Alec Bove,5:03:21
1280,33231,Brett Fair,5:03:21
1282,32504,Stacy De Las Alas,5:03:22
1283,30559,Esti Ollerman,5:03:24
1284,33374,Leah Driessen,5:03:34
1284,31056,Katie Taber,5:03:34
1286,32125,Katie Butzu,5:03:35
1287,33557,Debbi Faron,5:03:39
1288,32796,Gary Voge,5:03:40
1289,31990,Annette Tompkins,5:03:44
1289,30604,Robert Gaumond,5:03:44
1289,31087,Taylor Marshall,5:03:44
1292,32147,Kitab James,5:03:47
1293,32630,Daniel Demarco,5:03:50
1294,31799,Chris Demarco,5:03:51
1295,30841,Svitlana Sergiienko,5:03:54
1296,31000,Nathan Lincoln,5:03:56
1297,33156,Melodee Jamison,5:03:58
1297,33157,Justin Jamison,5:03:58
1299,32354,Meredith Ward,5:04:06
1300,32838,Dan Vild,5:04:09
1300,32836,Michael Sutter,5:04:09
1302,30927,Stanley Zeto,5:04:16
1303,30928,Anthony Zeto,5:04:19
1304,31205,Cameron Durity,5:04:21
1305,30485,Mike Spaulding,5:04:24
1305,31628,Michelle Thompson,5:04:24
1307,31941,Eric Hagan,5:04:26
1308,32944,Calisa Fitzpatrick,5:04:29
1309,33571,Paul Wallace,5:04:34
1310,31085,Kevin Murphy,5:04:36
1311,32206,Katherine Russell,5:04:47
1311,32222,Lola Thomas,5:04:47
1313,31048,Mike Seyman,5:04:54
1314,32255,Philip Piaget,5:05:00
1315,32126,Nicole Fasciana,5:05:10
1316,32960,Thomas Raffelt,5:05:11
1317,32321,Lisa Buske,5:05:16
1318,32664,Amy Krupp,5:05:21
1319,32204,Cara Enright,5:05:22
1320,33558,Raymond Siegmund,5:05:23
1321,31690,Richard Yokum,5:05:31
1321,31700,Jeff Baden,5:05:31
1323,30735,Dylan Higgins,5:05:41
1323,33246,Ethan Robbins,5:05:41
1325,31962,Shannon Vogler,5:05:49
1326,31287,Thomas Giandoreggio,5:05:56
1327,32002,Alex Jones,5:06:00
1327,32752,Jessica Yoder,5:06:00
1329,33582,Dylan Burress,5:06:01
1330,32822,Jennifer Luitwieler,5:06:03
1331,32914,Rachel Lambert,5:06:04
1332,32284,Margo Otteson,5:06:14
1333,32145,Sheila Bruinooge,5:06:21
1334,31613,Andrew Sineni,5:06:22
1335,32760,Steve Teresi,5:06:24
1336,30796,Thomas Dorris,5:06:25
1337,32132,Collin Smith,5:06:35
1338,30996,Joe Rossi,5:06:38
1339,33171,Jeff Benton,5:06:39
1340,31781,Bryan Grullon,5:06:40
1341,32824,Christy Logan,5:06:49
1342,33428,Joseph Ninke,5:06:51
1343,32253,Timothy Walker,5:06:53
1343,31917,Abhijit Deshpande,5:06:53
1345,33122,Jennifer Moore,5:06:56
1346,33662,Renee Laque,5:07:16
1347,32812,Elizabeth Banas,5:07:26
1348,31675,Honglinh Truong,5:07:33
1349,33661,Tim Smith,5:07:36
1350,30541,Kay Geving,5:07:38
1351,31535,Shauna Barbeau,5:07:39
1352,32193,Chris Kjear,5:07:41
1353,31038,Jenn Blackburn,5:07:49
1354,32594,Pat Mcfarland,5:07:54
1355,30852,Kristina Laux,5:08:04
1356,30932,Jeanne Ineman,5:08:07
1357,33620,Ariel Alana,5:08:10
1357,33619,Copa Alana,5:08:10
1359,33342,Jacob Steins,5:08:12
1360,33640,Leighann Ness,5:08:18
1361,32005,Laura Powers,5:08:25
1362,31912,Leyia King,5:08:33
1362,31631,Shannon Ortega,5:08:33
1364,33608,Chris Watson,5:08:40
1365,31821,Michael Goulart Jr,5:08:43
1366,31470,Louis Santiago,5:08:44
1367,32323,Brooke Willis,5:09:01
1368,30545,Courtney Guider,5:09:03
1368,33591,Brian Barnes,5:09:03
1370,31696,Mary Ogg,5:09:07
1371,32234,Klara Cavos-Wright,5:09:11
1372,31718,Cheryl Denton,5:09:13
1372,33220,Corey Queen,5:09:13
1374,30763,Kenneth Shimizu,5:09:29
1375,31625,Vasant Shankarling,5:09:37
1376,33705,Barbara Lee Steplock,5:09:41
1376,32684,Justin Rundles,5:09:41
1378,31830,Sander Jansen,5:09:44
1379,32778,Angela Yeend,5:09:56
1380,31815,Eric Griswold,5:09:58
1381,32128,Todd Tompkins,5:10:14
1382,32050,Diana Monnette,5:10:19
1383,30644,Kevin Xiang,5:10:22
1384,32272,Mary Cummings,5:10:28
1385,32804,Tara Bosley,5:10:32
1385,33549,Joon Sim,5:10:32
1387,32842,Trevor Pownell,5:10:37
1387,32840,Sydney Brignole,5:10:37
1389,32724,Emily Parisi,5:10:43
1390,31322,Justin Berry,5:10:46
1391,32666,Tracey Webb,5:10:52
1392,31286,Thomas Nawrocki,5:11:13
1393,31128,Justin Delk,5:11:15
1394,32500,Adam Austin,5:11:21
1395,31848,Jane Tenzer,5:11:22
1396,31472,Caroline Bertsch,5:11:27
1396,30973,Sarah Bowman,5:11:27
1398,33611,Katie Radulovacki,5:11:28
1399,33612,Branko Radulovacki,5:11:29
1400,32072,Adam Soliday,5:11:40
