Overall,Bib,Name,Time
2072,33606,Helen Reagan,6:19:50
2073,32032,Jason B. Wright,6:20:31
2074,32550,Erica Marlowe Williamson,6:20:32
2075,31369,Cami Earnest,6:20:36
2076,33291,Andy Lan,6:21:01
2077,31755,Vincent Berry,6:21:23
2078,30947,Melanie Nekola,6:21:24
2079,33397,Jim Burgos,6:21:26
2080,33396,Rhonda Burgos,6:21:35
2081,32806,Andrew Harris,6:22:11
2082,31785,Cassandra Punjack,6:22:54
2083,33241,Courtney Wells,6:22:59
2084,33390,Amy Brooks,6:24:19
2085,33364,Terry Davis,6:25:02
2086,33299,Donna Paris,6:26:04
2087,31712,Melissa Sears,6:26:24
2088,31386,Thomas Friar,6:26:37
2089,33232,Marcus Kasel,6:27:24
2090,32210,Shawn Douthit,6:27:27
2091,33333,Chris Bloch,6:27:29
2092,32916,Jeff Riddle,6:28:06
2093,31711,Rick Sears,6:30:13
2094,33634,Dwight Williams,6:30:28
2095,31703,Kelsey Mark,6:31:10
2096,33048,John Points,6:31:28
2097,31594,Brett Dunlap,6:32:57
2098,33211,Meghann Richardson,6:33:08
2099,536,Patti Mortland,6:34:24
2100,33423,Yvette Leonard,6:34:41
2101,33717,Dallas Heyden,6:37:34
2102,32440,Marlin Hardin,6:39:04
2103,535,Jane Tao,6:49:26
2104,529,Mike Emerick,6:51:23
2105,60042,Contact Sportstats,6:51:55
2106,33359,Theresa Khayyam,6:51:56
2107,30018,Harold Martin,6:54:09
99999,33530,Brandon Wynsma,0:00:00
99999,32166,Janna Chew,0:00:00
99999,31683,Aubrey Spaeth,0:00:00
99999,33654,Jeff Ekkart,0:00:00
99999,31170,Austin Perkins,0:00:00
99999,30482,David Ramos,0:00:00
99999,33461,Emily Eagerton,0:00:00
99999,31515,Tony Quernemoen,0:00:00
