Overall,Bib,Name,Time
1397,423,Larry Epps,5:04:31
1398,20108,Jessica Baker,5:04:34
1399,17033,Abbey Head,5:04:35
1400,25102,Brent Kee,5:04:42
1401,19110,Monica Chirito,5:04:45
1402,15068,Claudia Corrales,5:04:47
1403,27211,Lindsey Pace,5:04:52
1404,27212,Talitha Smith,5:04:52
1405,4116,Eddie Franklin,5:04:53
1406,16221,Chandler Ganick,5:04:54
1407,16026,Kari-Ann Wanat,5:04:55
1408,15034,Melissa Webster,5:04:55
1409,22063,Michael Jester,5:04:56
1410,6132,Katrin Sames,5:05:00
1411,26276,Courtney Tutor,5:05:05
1412,13125,Todd Barcelona,5:05:07
1413,13124,Allison Barcelona,5:05:08
1414,20158,Elizabeth Tonnis,5:05:09
1415,16165,Kelli Lawler,5:05:10
1416,27020,Tristan Warren,5:05:12
1417,15009,Steve Dailey,5:05:16
1418,22046,Anthony Rivera,5:05:30
1419,16010,Julia Nichols,5:05:32
1420,19066,Emelia Straka,5:05:36
1421,17053,Fernando Escobar,5:05:38
1422,26224,Dena Ott,5:05:41
1423,21087,John Dyer,5:05:48
1424,15000,Monica Sandgathe,5:05:51
1425,11097,Lars Holmberg,5:05:51
1426,15083,Megan Belcher,5:05:55
1427,14043,Ben Rivera,5:05:57
1428,26271,Caleb Hooper,5:05:58
1429,21083,Ronald Wyers,5:06:00
1430,22077,Shannon Haselhuhn,5:06:01
1431,9059,Rick Caffy,5:06:02
1432,16126,Pon Mason,5:06:02
1433,8026,Adam Lile,5:06:05
1434,21096,Mike Hayes,5:06:06
1435,27358,Beth Sedberry,5:06:08
1436,15097,Joe Gotshall,5:06:08
1437,26047,Brittnay Glatter,5:06:10
1438,3061,Dan Watsula,5:06:13
1439,26235,Grant Gasper,5:06:17
1440,20117,Susan Riemer,5:06:19
1441,20050,Ashley Guild,5:06:19
1442,4119,Vernon Hurst,5:06:21
1443,428,Ronald Woodall,5:06:21
1444,20049,Ryan Guild,5:06:22
1445,12025,Anthony Southerland,5:06:22
1446,27085,Heather Beck,5:06:24
1447,25055,Matt Mckenzie,5:06:25
1448,3081,Joshua Wilson,5:06:25
1449,27373,Richard Smith,5:06:28
1450,19091,Yayu Chen,5:06:29
1451,6060,Haiyu Zhou,5:06:29
1452,20145,Cassie Swihart,5:06:34
1453,25318,Robert Smith,5:06:35
1454,11109,Brittany Hayes,5:06:40
1455,10054,Jennifer Quinlivan,5:06:40
1456,17049,Bryce Cosby,5:06:43
1457,25181,Samantha Martinez-Gibbs,5:06:44
1458,26293,Magen Olson,5:06:45
1459,13089,Josh Cain,5:06:54
1460,24073,Christina Fields,5:06:58
1461,16225,Sam Bailey,5:07:00
1462,7093,Nathanael Nasralla,5:07:04
1463,17052,Jason Typrin,5:07:08
1464,23045,Elizabeth Anast,5:07:16
1465,24098,Emily Kaczmarczyk,5:07:18
1466,14073,Brandon Fyffe,5:07:18
1467,16034,Chris Rado,5:07:18
1468,9105,Chris Strickland,5:07:18
1469,7197,Jonathan Douglass,5:07:19
1470,22059,Peter Demato,5:07:19
1471,20119,Katherine Tote,5:07:20
1472,13109,Ainsley Winnie,5:07:25
1473,22076,Matt Morrissey,5:07:26
1474,16081,Ryan Minnerly,5:07:27
1475,22037,Ian Cuddy,5:07:34
1476,25331,Chase Snider,5:07:34
1477,13118,Cory Simonton,5:07:35
1478,16078,Timothy Mcgrath,5:07:38
1479,18021,Ray Nanni,5:07:41
1480,26135,Lindsey Jones,5:07:42
1481,13048,Marshall Clay,5:07:42
1482,16030,Jordan Sarchet,5:07:43
1483,26004,Nestor Ilagan,5:07:46
1484,21125,Jenny Omalley,5:07:47
1485,19171,Caleb Cole,5:07:50
1486,25305,Ron Malugin,5:07:51
1487,4551,Tracy Johnson,5:07:54
1488,15081,Chris Moore,5:07:58
1489,10138,Saori Kase,5:07:59
1490,25341,Stephanie Roman,5:08:02
1491,13001,Erik Segura,5:08:04
1492,15121,Vanessa Canas,5:08:11
1493,16109,Ben Warner,5:08:12
1494,11099,Rance Thompson,5:08:15
1495,24140,Ji Soo Kim,5:08:15
1496,25024,Jaime Trainor,5:08:16
1497,22062,Elissa Jodon,5:08:19
1498,22095,Bryan Judd,5:08:19
1499,19033,Devon Bell,5:08:22
1500,7135,Ted Webster,5:08:25
1501,26118,Shannon Smith,5:08:27
1502,26208,Jill Boethig,5:08:27
1503,25276,Lerea Neely,5:08:28
1504,15118,Jeffrey Pierson,5:08:30
1505,25286,Oliver Santiago,5:08:30
1506,6044,Scott Roemmich,5:08:39
1507,27065,Brian Stoyell-Mulholland,5:08:40
1508,15050,Jeanphilippe Guindon,5:08:49
1509,25210,Genny Ballard,5:08:52
1510,22094,Patric Brown,5:08:53
1511,27093,Abbey Blaszczyk,5:08:53
1512,27346,Dan Klein,5:09:01
1513,20080,Margaret Devereux,5:09:04
1514,8125,Grace Neurohr,5:09:05
1515,1007,Matthew Joseph,5:09:05
1516,4088,David Appleby,5:09:05
1517,9001,Rheeanna Walters,5:09:13
1518,21022,John Laverty,5:09:18
1519,16211,Ken Roberts,5:09:20
1520,10072,Erin Michos,5:09:22
1521,11113,Jessica Deyoung,5:09:23
1522,7107,Jim Ebert,5:09:24
1523,13101,Kim Gallal,5:09:27
1524,10105,Jeffrey Mcandrew,5:09:27
1525,12002,S. Trent Rosenbloom,5:09:30
1526,19096,Courtney Sharpe,5:09:40
1527,19095,Lindsey Miller,5:09:41
1528,26216,Lauren Masters,5:09:41
1529,19067,Michelle Erney,5:09:46
1530,19137,Staci Brigham,5:09:46
1531,24056,Akihito Ishiwatari,5:09:48
1532,16066,Laura Nunley,5:09:48
1533,18066,Bethany Scholes,5:09:48
1534,22079,Kenneth Rose,5:09:51
1535,25149,Amber Lowery,5:09:51
1536,6117,Melissa Cramton,5:09:52
1537,22066,Ingo Burghardt,5:10:01
1538,5105,Michael Lindley,5:10:03
1539,16069,Brea Kratzert,5:10:07
1540,27266,Emmeline Hallam,5:10:09
1541,10142,Andrea Murphree,5:10:10
1542,10144,Heather Coon,5:10:10
1543,16140,Jessica Henkle,5:10:10
1544,10143,Jackie Lovett,5:10:10
1545,6026,Justus Hallam,5:10:10
1546,19176,Dana Wiggins,5:10:11
1547,14074,Monica Espey,5:10:12
1548,12073,Donald Hilsmier,5:10:13
1549,12043,Chad Koyama,5:10:15
1550,27091,Mark Walls,5:10:15
1551,18036,Nate Thompson,5:10:21
1552,9066,Ronald Unger,5:10:22
1553,9065,Fabiula Unger,5:10:24
1554,26190,Trenton Sexton,5:10:27
1555,7110,Frank Cannone,5:10:37
1556,21021,Nichole Johnson,5:10:38
1557,10102,Gerard Spinney,5:10:38
1558,19100,Jamie Kilroy,5:10:39
1559,25045,Maggie Homer,5:10:43
1560,8164,Brandon Greve,5:10:45
1561,8172,Douglas Mcmahon,5:10:47
1562,18114,Joyu Lee,5:10:48
1563,14022,Ewa Ingold,5:10:53
1564,21031,Brittany Davis,5:10:54
1565,21032,Dennis Davis,5:10:55
1566,21033,Carrie Davis,5:10:58
1567,9104,Denise Sauriol,5:11:00
1568,27317,Aaron Feagain,5:11:00
1569,7033,Alison Martin,5:11:01
1570,21187,Robert Dillingham,5:11:01
1571,26072,Andy Lan,5:11:03
1572,22083,Tommy Henry,5:11:09
1573,23056,Chris Bzozowski,5:11:15
1574,25229,Michele Choi,5:11:22
1575,22098,Alicia Thome,5:11:22
1576,8082,Stephen Sims,5:11:24
1577,27114,Lauren Augusto,5:11:25
1578,8017,Eike Huebner,5:11:27
1579,25346,Pw Cook,5:11:30
1580,26088,Sophia Vazquez,5:11:36
1581,14064,Bryan Zelen,5:11:36
1582,19074,Madeline Miller Lansing,5:11:37
1583,16003,Jake Lancaster,5:11:41
1584,12093,Kara Merriam,5:11:41
1585,12004,Matthew Couts,5:11:42
1586,44559,Kellie Pickler,5:11:43
1587,19108,Dennisses Valdes,5:11:44
1588,12100,Katie Waisanen,5:11:47
1589,13009,Philippe Cavatore,5:11:48
1590,25311,Lisa Knight,5:11:54
1591,19055,Stephanie Bessent,5:11:54
1592,20055,Barbara Evans,5:11:56
1593,13024,Rachel Koch,5:11:58
1594,10001,Kathleen Archerd,5:11:58
1595,7054,Michael Pangallo,5:11:58
1596,23016,Kelsey Smith,5:12:03
1597,10128,Emily Hildebrandt,5:12:04
1598,27319,Shannon Sylva,5:12:07
1599,11118,Amber Shell,5:12:09
1600,22070,Scott Davison,5:12:09
1601,24105,Darlene Lau,5:12:10
1602,21141,Maria Escalante,5:12:14
1603,9025,Andrew Walsh,5:12:15
1604,25204,Dewayne Stansell,5:12:21
1605,27301,Fernando Sebastian,5:12:21
1606,7063,Donal Duffy,5:12:25
1607,24151,Kelly Martin,5:12:27
1608,20025,John Strohm,5:12:30
1609,23027,Candido Andres,5:12:32
1610,9112,Geoff Grow,5:12:33
1611,11091,Jt Thomas,5:12:36
1612,22073,Kim Byler,5:12:45
1613,24035,Alex Bowling,5:12:51
1614,23023,Klaus Geyer,5:12:51
1615,24134,Rebecca Booth,5:12:52
1616,7052,Joseph Tan,5:12:54
1617,19133,Brad Henton,5:12:57
1618,6181,Joshua Lippincott,5:12:58
1619,25025,Tonya Bradford,5:13:01
1620,18058,Charles Hanson,5:13:01
1621,18108,Kara Sergesketter,5:13:01
1622,18107,Kim Allen,5:13:01
1623,15115,Rachael Graddy,5:13:01
1624,18063,Camille Watkins,5:13:02
1625,21175,Yesenia Hernandez,5:13:02
1626,9040,Kimberly Hummer,5:13:02
1627,10099,Andrea Rickard,5:13:10
1628,9000,Dana Triantafillos,5:13:13
1629,14009,Stephanie Mcconahay,5:13:13
1630,26121,Teresa Sapp,5:13:14
1631,25324,Jill Knorr,5:13:18
1632,14069,Kyle Whitmire,5:13:19
1633,21037,Julie Maurer,5:13:19
1634,27076,Karen Boggs,5:13:20
1635,14068,Laura Giglio,5:13:20
1636,16041,Cindy Pelet,5:13:23
1637,26274,Kimberly Rary,5:13:25
1638,11098,Timbo Pham,5:13:32
1639,22093,Jeffrey Stone,5:13:32
1640,11016,Dee Lake,5:13:32
1641,6114,Lauren Lake,5:13:32
1642,27185,Jeffrey Morris,5:13:36
1643,13068,Kevin Groustra,5:13:38
1644,16095,Luana Dalvi,5:13:40
1645,11073,Marissa Clark,5:13:40
1646,27315,Madeline Potter,5:13:41
1647,27029,Stephen Nance,5:13:41
1648,7177,Sandra Gamez,5:13:42
1649,24077,Joey Mukherjee,5:13:48
1650,19152,Maria Mendoza,5:13:52
1651,14032,Tyler Yarnell,5:13:59
1652,23063,Hollie Ashby,5:14:00
1653,24037,John Friel,5:14:00
1654,17031,Leticia Oneill,5:14:01
1655,16171,Amanda Maes,5:14:01
1656,22056,Lauren Whitehair,5:14:03
1657,1203,Kallie Pino,5:14:03
1658,23022,Katherine Martin,5:14:07
1659,13071,Mallory Haney-Veres,5:14:08
1660,26223,Adrienne Morton,5:14:10
1661,16147,Erica Brock,5:14:19
1662,15092,Vicki Dewberry,5:14:20
1663,4055,Matthew Pemberton,5:14:21
1664,12032,Lisa Popvic,5:14:22
1665,16112,Joshua Duggan,5:14:24
1666,18130,Guizhu Benbow,5:14:27
1667,21044,Lisa Norris,5:14:27
1668,25065,Kelsey Ellis,5:14:27
1669,25310,Tyler Brooker,5:14:30
1670,25267,Sanita Hunsaker,5:14:31
1671,19046,Danise Peele,5:14:36
1672,16047,Cameron Torre,5:14:38
1673,20043,Sharee Rhodes,5:14:38
1674,27119,Melissa Scaletty,5:14:39
1675,16093,Jamie Chauvin,5:14:39
1676,21028,Monica Napolitano,5:14:44
1677,27228,John Renfroe,5:14:44
1678,15091,Brian Woodall,5:14:46
1679,8093,Chris Toth,5:14:52
1680,24227,William Cox,5:14:52
1681,6099,Scott Downey,5:14:57
1682,3087,Jordan Anderson,5:15:03
1683,27054,James Dwayne Thomas,5:15:07
1684,26050,Joshua Post,5:15:08
1685,20157,Jennifer Parrish,5:15:09
1686,20143,Tony Amburgy,5:15:10
1687,24008,Jessica Spivey,5:15:10
1688,24141,Jody Amburgy,5:15:11
1689,24007,Katie Hartley,5:15:12
1690,7103,Richard Hartzell,5:15:18
1691,27259,Jennifer Whitaker,5:15:24
1692,25218,Tyler Cerbo,5:15:24
1693,19117,Clare Grady,5:15:32
1694,26030,Erinn Fleming,5:15:38
1695,3011,Garrett Maiolo,5:15:40
1696,12039,Michelle Lockett,5:15:42
1697,18017,Sal Herrera,5:15:49
1698,11043,Vicki Lush,5:15:52
1699,22003,Amanda Fox,5:15:56
1700,25273,Kevin Graham,5:15:58
1701,7131,Brent Fronczak,5:16:01
1702,16146,Richard England,5:16:01
1703,16218,Elena Debler,5:16:12
1704,9061,Todd Keating,5:16:18
1705,16206,Larry Phillips,5:16:25
1706,21174,Ronald Sloan,5:16:26
1707,18106,Jessica Boyd,5:16:30
1708,21116,Diana Bartolo,5:16:34
1709,26035,Aurora Vellante,5:16:35
1710,27288,Devon Gault,5:16:37
1711,11031,Jodie Ouellette,5:16:40
1712,24041,Dana Fry,5:16:43
1713,19077,John Roller,5:16:43
1714,11015,Jason Stevens,5:16:45
1715,12097,Michael Schwarz,5:16:46
1716,15040,Crista Mockenhaupt,5:16:46
1717,25145,Curtis Jepsen,5:16:46
1718,24234,Armond Groves,5:16:47
1719,11072,Greg Jameson,5:16:48
1720,1168,Scott Mackintosh,5:16:50
1721,14033,Ross Van Zandt,5:16:58
1722,8009,Ricky Krisle,5:16:58
1723,25010,Carolina Ortega,5:17:05
1724,12052,Drew Mitchell,5:17:05
1725,16115,Beth Fantasia,5:17:05
1726,5092,Chris Gorman,5:17:06
1727,17039,Keri Jones,5:17:06
1728,22049,Adam Wright,5:17:07
1729,21099,Leesa Abell,5:17:08
1730,23032,Heather Kiss,5:17:11
1731,1092,Melinda Yelverton,5:17:17
1732,21014,Patrick Newton,5:17:18
1733,25228,Marcus Painter,5:17:20
1734,16074,Holly Connolly,5:17:25
1735,12109,Allison Waterhouse,5:17:27
1736,10130,Paul Tovar,5:17:31
1737,24114,Sharon Morris,5:17:35
1738,8153,Paul Drinkard,5:17:36
1739,24129,Ashley Cunha,5:17:42
1740,24170,Debi Brightwell,5:17:44
1741,24123,Joe Dumas,5:17:52
1742,21086,Travis Smith,5:17:54
1743,15001,Angelo Aquino,5:17:55
1744,21167,Kelsey Abel,5:17:56
1745,7043,Chase Sullivan,5:17:57
1746,6130,Sara Schulz,5:18:09
1747,10079,Keith Tanzyus,5:18:12
1748,10103,Claire Coulter,5:18:13
1749,26346,Luke Martin,5:18:15
1750,26347,Connor Howlett,5:18:15
1751,25250,Katherine Pangburn,5:18:16
1752,25236,Sandra Matthews,5:18:22
1753,18056,Amy Hageman,5:18:25
1754,26291,Torrie Whitmore,5:18:26
1755,15003,Julie Molenar,5:18:29
1756,19154,Ricky Sparks,5:18:30
1757,435,Pallie Jones,5:18:31
1758,21065,Katherine Scappaticci,5:18:32
1759,21156,Amanda Carey,5:18:32
1760,21173,Joseph Osborne,5:18:35
1761,16190,Erin Grimme,5:18:37
1762,25323,Shannon Blum,5:18:41
1763,16072,Amy Bryant,5:18:45
1764,24137,Hannah Oglesbee,5:18:46
1765,24055,Lori Fiest,5:18:57
1766,24217,Becky Moulder,5:18:57
1767,13036,Charissa Foster,5:18:57
1768,18016,Minchun Zhou,5:18:59
1769,24231,Greg Thoman,5:19:01
1770,13069,Kayla Nickels,5:19:06
1771,6000,Emily Weissmann,5:19:07
1772,10013,Jessie Lewis,5:19:11
1773,9008,Henry Lynn,5:19:13
1774,44561,Allison Baker,5:19:15
1775,18139,Carla Swinney,5:19:26
1776,18140,David Mickelsen,5:19:26
1777,44560,Kyle Jacobs,5:19:26
1778,44562,Ken Johnson,5:19:27
1779,9078,Eric Burchett,5:19:28
1780,27360,Bobby Amagan,5:19:29
1781,16177,Matthew Nagelschmidt,5:19:32
1782,9048,Michael Sengbusch,5:19:34
1783,21069,David Moore,5:19:35
1784,11130,Claire Jungling,5:19:38
1785,9049,John Dolan,5:19:40
1786,19160,Michael Patterson,5:19:46
1787,14010,Richard Mcconahay,5:19:46
1788,13093,Steve Owen,5:19:48
1789,7058,Nubia Rodriguez,5:19:57
1790,18031,Megan Lang,5:19:59
1791,9003,Jesse Nordstrom,5:20:09
1792,6007,Justin Hayes,5:20:16
1793,25223,Daniel Marvin,5:20:17
1794,10068,Bill Klingsporn,5:20:18
1795,2279,Chad Baxendale,5:20:20
1796,14027,Jonathan Flores,5:20:20
1797,7030,Jason Davis,5:20:21
1798,9100,Jon Winchester,5:20:23
1799,19078,Min Zhuang,5:20:34
1800,20068,Melissa Neef,5:20:39
1801,20069,Breanna Clary,5:20:39
1802,10029,Ben Chapman,5:20:40
1803,22044,Todd Pylant,5:20:42
1804,9031,Lori Stuckey,5:20:50
1805,12007,Jae Maeng,5:20:53
1806,11086,Lawrence Tyson,5:20:57
1807,7132,Robert Newell,5:21:01
1808,19162,Brad Jacobus,5:21:06
1809,26332,Rick Hannu,5:21:09
1810,16176,Frankie North,5:21:18
1811,21139,Lindsey Hurtado,5:21:18
1812,23064,Nancy Dipietro,5:21:18
1813,24161,Wayne Smith,5:21:23
1814,19023,Bradley Wogsland,5:21:26
1815,7206,Joanna Jones,5:21:27
1816,19053,Megan Mcdonald,5:21:30
1817,19121,Daniel Tuttle,5:21:31
1818,26320,Abi Edwards,5:21:33
1819,19097,Antoinette Villa,5:21:43
1820,25248,Jason Boyle,5:21:45
1821,17032,Jerry Jones,5:21:46
1822,15014,Steve Stoddard,5:21:47
1823,23053,Kurt Schlebecker,5:21:49
1824,16035,Jill Lester,5:21:52
1825,11029,Sean Dodge,5:22:01
1826,13108,Tim Dodge,5:22:02
1827,19041,Anne Giovanoni,5:22:04
1828,24010,Brian Puckett,5:22:07
1829,27109,Amanda Darby,5:22:08
1830,26122,Becky Tomlinson,5:22:09
1831,26165,Tammy Talo,5:22:10
1832,7088,Clay Garner,5:22:13
1833,20088,Nancy Gifford,5:22:14
1834,20092,Timette Wankier,5:22:14
1835,26091,Sarah Corbett,5:22:18
1836,27089,Dianna Bolton,5:22:19
1837,18065,Ryan Smith,5:22:21
1838,23000,Kendra Austin,5:22:26
1839,4122,Carey Clark,5:22:27
1840,23049,Jeanette Traver,5:22:28
1841,24199,Jack Junel,5:22:30
1842,25253,Everett Reed,5:22:35
1843,2004,Kidane Sarko,5:22:35
1844,25094,Jake Anderson,5:22:37
1845,16122,Michael Averill,5:22:38
1846,19116,Kelsey Leahy,5:22:38
1847,12019,Erica Malone,5:22:39
1848,15056,Brianne Stambaugh,5:22:44
1849,16156,Kaid Sander,5:22:44
1850,16154,Brayden Sander,5:22:44
1851,11036,Dave Scanlon,5:22:49
1852,11040,John Reilly,5:22:49
1853,27312,Nicole Craig,5:22:54
1854,19167,David Landry,5:23:04
1855,9071,Cory Lowery,5:23:10
1856,21183,Andrew Green,5:23:10
1857,21180,Stephanie Cliett,5:23:13
1858,8099,Kirstin Wilkens,5:23:15
1859,22091,Hannah Beasley,5:23:15
1860,8070,Julie Weidner,5:23:16
1861,19119,Raven Barrientos,5:23:20
1862,27215,Becca Emert-Ford,5:23:23
1863,26143,Laura Qualman,5:23:24
1864,27214,Perry Moore,5:23:24
1865,24229,Andrew Blake,5:23:24
1866,24228,Charles Tiblier,5:23:27
1867,25272,Tiffani Dial,5:23:33
1868,16189,Michele Kwok,5:23:44
1869,25296,Andria Klioze,5:23:44
1870,25313,Tasha Mcdaniel,5:23:45
1871,21052,Megan Gignac,5:23:48
1872,21113,Amber Dykema,5:23:48
1873,12116,Jill Bowcutt,5:23:53
1874,11131,Cressa Glenn,5:23:53
1875,9016,Templin Anna-Lise,5:23:53
1876,22014,Jordan Lynch,5:23:59
1877,25012,Nicole Oresar,5:24:00
1878,25160,Shelley Cloutier,5:24:03
1879,19026,Kiersten O'Leary,5:24:06
1880,19025,Selina Chancy,5:24:06
1881,18019,Ralph Campbell,5:24:12
1882,16201,Jon Merlo,5:24:20
1883,16113,David Duggan,5:24:24
1884,25063,Will Snider,5:24:26
1885,22090,Rick Hollin,5:24:32
1886,9029,Christopher Ward,5:24:32
1887,21053,Rachel Reichenbach,5:24:39
1888,18028,Danielle Redding,5:24:39
1889,8051,Mark Morrow,5:24:39
1890,26065,Adam Hokanson,5:24:44
1891,13079,Tara Stoehr,5:24:48
1892,19132,Katrina Jones,5:25:01
1893,13117,Jana Phillips,5:25:01
1894,9098,Kim Voyer,5:25:03
1895,17008,Brett Mccarty,5:25:04
1896,19062,Adam Shannon,5:25:08
1897,11087,Jason Bringedahl,5:25:11
1898,16227,Michelle Howard,5:25:15
1899,10052,David Jordan,5:25:22
1900,13121,Andrea Bresette,5:25:26
1901,15057,Caleb Stambaugh,5:25:26
1902,25233,Brittany Gresset,5:25:30
1903,8020,Isabel Escobar,5:25:30
1904,17046,Jamie Dendiu,5:25:34
1905,20077,Tommy Hall,5:25:35
1906,26257,Philip Axelrod,5:25:35
1907,16213,Josh Emery,5:25:44
1908,19165,Elizabeth Eldredge,5:25:46
1909,16182,Casey Frank,5:25:46
1910,4120,Rhiannon Snow,5:25:46
1911,27234,David Uminski,5:25:48
1912,16155,Tyra Sander,5:25:49
1913,16153,Sandra Hull,5:25:50
1914,8003,Jason Grindstaff,5:25:52
1915,8006,Jared Grindstaff,5:25:52
1916,26331,Zachary Zubiate,5:25:53
1917,24075,Sherry Ricker,5:25:54
1918,22031,Kristi Harmon,5:26:02
1919,18037,Rob Baranowski,5:26:03
1920,8059,Jacquelyn Golden,5:26:19
1921,25117,Celia Williams,5:26:21
1922,25299,Jennifer Doornbos,5:26:23
1923,18095,David Sturdivant,5:26:29
1924,21016,Jacob Johnson,5:26:29
1925,23025,Jonathan Samon,5:26:30
1926,25152,Deborah Harper,5:26:31
1927,10032,Liam Hussels,5:26:33
1928,21026,Brian Healy,5:26:38
1929,23065,Stephen Dipietro,5:26:39
1930,15104,Patrick Mcdermott,5:26:41
1931,24139,Michele Sytsma,5:26:43
1932,20082,Jenifer Fields,5:26:44
1933,21182,John Martin,5:26:48
1934,13115,Marco Chiesa,5:26:51
1935,19153,Nadia Rahman,5:26:53
1936,20133,Christine Montgomery,5:27:01
1937,415,Barbara Evans,5:27:02
1938,11094,Sajit Jumani,5:27:02
1939,5024,Stephanie Monteiro,5:27:03
1940,7055,Caitlin Tully,5:27:03
1941,24210,Benjamin Allen,5:27:07
1942,19071,Lane Feuer,5:27:08
1943,15103,Timothy O'Neil,5:27:12
1944,19157,William Fermo,5:27:19
1945,13027,Briana Mcandrew,5:27:19
1946,21158,Derek Fesmire,5:27:26
1947,13103,Paul Lapinson,5:27:27
1948,23006,Les Mcgar,5:27:27
1949,10084,Allyson Schuchert,5:27:29
1950,21073,Lauren Jenkins,5:27:31
1951,26109,Emily Fyda,5:27:43
1952,18126,James Dawson,5:27:45
1953,9070,David Doxzen,5:27:47
1954,1204,Scott Daniel,5:27:52
1955,8123,Page Mayo,5:27:52
1956,19155,Laura Hettiger,5:27:52
1957,19031,Debra Cole,5:27:52
1958,4130,Kara Zimmer,5:27:53
1959,16116,Jeremy Schrab,5:27:54
1960,26123,Leah Wajdyk,5:27:54
1961,11137,Kelly Johnson,5:27:55
1962,22006,Tasha Reeves,5:27:57
1963,25259,Kara Rockey,5:27:58
1964,9021,Dey Macias,5:28:00
1965,18124,Lindsey Lizzio,5:28:06
1966,16196,Dana Scott,5:28:08
1967,22104,Scott Demonbreun,5:28:12
1968,21085,Evan Hammill,5:28:14
1969,25293,Sidonia Kelly,5:28:19
1970,3099,Jerome Ventura,5:28:21
1971,23072,David Molnar,5:28:23
1972,27337,Matt Berg,5:28:23
1973,27267,Delaney Moody,5:28:23
1974,18088,Weslyn Lu,5:28:32
1975,18060,Erik Anderson,5:28:35
1976,16164,Jennifer Goncalves,5:28:36
1977,26244,Sandra Alvey,5:28:42
1978,20172,Corina Burgin,5:28:46
1979,14015,Jason Wise,5:28:53
1980,26313,Kirsten Howard,5:28:56
1981,27166,Beverly Perry,5:28:56
1982,25171,Melissa Berg,5:28:56
1983,26199,Jayne Ripani,5:28:57
1984,25169,Kim Seidel,5:28:57
1985,25338,Amy Bratcher,5:28:57
1986,19156,Mike Teske,5:28:57
1987,25059,Nichole Walters,5:28:58
1988,6187,Mark Moran,5:28:59
1989,23010,Steve Burrows,5:28:59
1990,25001,Hilary Mccrary,5:29:08
1991,11135,Michelle Salloum,5:29:09
1992,15059,Chad Crawley,5:29:09
1993,20140,Tyler Nagel,5:29:16
1994,8041,Jason Walker,5:29:16
1995,20142,Elise Lopata,5:29:18
1996,27366,Melissa Martin,5:29:20
1997,4061,David Haynes,5:29:21
1998,18055,Jonathan Dulong,5:29:21
1999,1079,Jim Black,5:29:23
2000,27286,Bob Jacobs,5:29:27
2001,21082,Kate Zdrojeski,5:29:28
2002,25079,Ricky Conover,5:29:29
2003,8166,Wallace Mosby,5:29:32
2004,16104,Tim Henning,5:29:38
2005,21126,Brock Horner,5:29:40
2006,11119,Matthew Killebrew,5:29:43
2007,14067,Melissa Killebrew,5:29:44
2008,18073,Bradley Crossfield,5:29:45
2009,6197,Zeb Martin,5:29:50
2010,25283,Toni Apse,5:29:52
2011,3031,Megan Delaney,5:29:53
2012,21025,Matthew Mcmullin,5:29:54
2013,19043,Jonathan Polasky,5:30:03
2014,20100,Emily Casey,5:30:12
2015,11042,Ashleigh Huggard,5:30:13
2016,25033,Dean Watkins,5:30:18
2017,26275,Christine Penera,5:30:20
2018,25239,Stephanie Welsh,5:30:22
2019,23046,Joe Fitzpatrick,5:30:27
2020,21166,Alexandra Mcintyre,5:30:31
2021,23028,Mickey Brierley,5:30:31
2022,9014,Angie Bodden,5:30:31
2023,8148,Dan Schafer,5:30:33
2024,27298,Michael Bauer,5:30:39
2025,27246,Bryan Wegg,5:30:40
2026,12088,Alex Martin,5:30:42
2027,12089,April Martin,5:30:44
2028,13044,Darah Owens,5:30:52
2029,13058,Danah Gilchrist,5:30:52
2030,8043,Tammy Larosa,5:30:53
2031,8073,Michael Payne,5:31:01
2032,19040,Patrick Payne,5:31:02
2033,26292,Christopher Frazier,5:31:03
2034,2017,Adriana Saucedo,5:31:04
2035,25348,Nancy Wisniewski,5:31:04
2036,27218,Sarah Long,5:31:05
2037,18143,Martin Ezell,5:31:25
2038,14077,Kyle Gress,5:31:35
2039,26249,Neal Johnson,5:31:37
2040,3164,Ned James,5:31:38
2041,18010,Brandt Latimer,5:31:39
2042,3037,Alena Good,5:31:45
2043,18144,Patrick Daker,5:31:45
2044,18145,Josclyn Gordon,5:31:46
2045,22035,Shawn Monroe,5:31:57
2046,16130,Lindsay Britton,5:31:57
2047,20103,Samantha Barron,5:32:06
2048,16163,Carly Contorno,5:32:11
2049,18119,Tawnya Fulton,5:32:12
2050,19057,Lee Curto,5:32:12
2051,24236,Carrie Pfeiffer,5:32:13
2052,26210,Alex Tippins,5:32:20
2053,26209,Lauren Rabideau,5:32:20
2054,27323,Fanny Chu,5:32:22
2055,8171,Montel Melcher,5:32:23
2056,3079,Steven Herald,5:32:28
2057,11133,Benjamin Kidd,5:32:28
2058,19168,Julie Thames,5:32:29
2059,25340,Anthony Dikhtyar,5:32:30
2060,7167,Caroline Reed,5:32:35
2061,8116,Kendra Schoffstall,5:32:36
2062,16142,Ladonna Floyd,5:32:36
2063,14062,Chelsea Hamashin,5:32:46
2064,25345,David Perez,5:32:47
2065,25344,Krista Trepanier,5:32:48
2066,21089,Pete Nelson,5:32:48
2067,24023,Akira Nishikawa,5:32:50
2068,27002,Pedro Lopez,5:33:05
2069,18026,Sarah Spoto,5:33:06
2070,16050,Johm Ray,5:33:06
2071,21122,Elaine Burkholder,5:33:16
2072,21084,Dianne Watts Pye,5:33:17
2073,14066,Lindsey Woody,5:33:17
