Overall,Bib,Name,Time
99999,19115,Rani Figueroa,0:00:00
99999,18024,Betsy Schaefer,0:00:00
99999,26215,Jagruti Bhikha,0:00:00
99999,6035,Lara Breece,0:00:00
99999,2065,Carl Ruf,0:00:00
99999,16071,Erin Atkinson,0:00:00
99999,25154,Shannon Mcghee,0:00:00
99999,15029,Danielle Shapiro,0:00:00
99999,16119,Nancy Miller,0:00:00
99999,20113,Katie Polak,0:00:00
99999,27243,Evan Rau,0:00:00
99999,15033,Kathryn Adomaites,0:00:00
99999,3005,Lauren Barr,0:00:00
99999,6189,Danielle Cole,0:00:00
99999,27061,Jennifer Clark,0:00:00
99999,15080,Steve Moisan,0:00:00
99999,19083,Lindsay Vasil,0:00:00
99999,15476,Ashley Grindstaff,2:19:14
99999,8103,Josh Gauger,0:00:00
99999,1176,Katherine Graves,0:00:00
99999,26302,Fabiola Ortiz,0:00:00
99999,10094,John Clippard,0:00:00
99999,25124,Deborah Hollern,0:00:00
99999,26115,Cody Newsom,0:00:00
99999,26045,Nobuyuki Momma,0:00:00
99999,24024,Matthew Dillingham,0:00:00
99999,27132,Danitizca Baldwin,0:00:00
99999,19044,David Butler,0:00:00
99999,16181,Marcia Gibson,0:00:00
99999,20028,Alex Wrenn,0:00:00
99999,20090,Demetrius Short,0:00:00
99999,25304,Katie Markovich,0:00:00
99999,10088,Brent Basham,0:00:00
99999,11013,Jessi Ringer,0:00:00
99999,27331,Mark Hirsh,5:47:28
99999,12101,Omar Umanzor,0:00:00
99999,20002,Annmarie Joyce,0:00:00
99999,19059,Steven Engstrom,0:00:00
99999,12062,Marya Wilkerson,0:00:00
99999,27291,Rachel Murry,5:51:10
99999,26134,Cassandra Mccauley,0:00:00
99999,25074,James Britven,0:00:00
99999,15035,Alexandra Vincenti,0:00:00
99999,18008,Richard Williams,0:00:00
99999,15078,Katherine Horne,0:00:00
99999,2047,Leonardo Sanchez,0:00:00
99999,12124,David Jerome,0:00:00
99999,24004,Sharon Totten,4:14:49
99999,7042,Sydney Fee,0:00:00
99999,11108,Matt Cotner,0:00:00
99999,7163,Alexander Slana,0:00:00
99999,11090,Ashley Adams,0:00:00
99999,8101,Stephen Hebard,0:00:00
99999,6089,Jeff Macintyre,0:00:00
99999,13055,Keith Oman,0:00:00
99999,27028,Mark Preddy,0:00:00
99999,11023,Ginny Mullins,0:00:00
99999,2027,Mackenzie Dysinger,3:15:27
99999,21114,Kimberly Chappelear,0:00:00
99999,26149,Michael Brown,0:00:00
99999,16170,Joanne Nowlan Mathia,5:07:24
99999,25113,Bob Cowan,0:00:00
99999,20136,Nikki Phillips,0:00:00
99999,4038,Albert Tan,2:59:28
99999,21051,Brian Miller,0:00:00
99999,27160,Stacey Campfield,5:00:21
99999,26187,Marion Peraza De Webb,0:00:00
99999,27225,Kayci Costa,0:00:00
99999,2102,Kenny Miller,0:00:00
99999,27048,India Johnson,0:00:00
99999,27019,Sarah Stoneham,0:00:00
99999,20056,Cynthia Brewer,0:00:00
99999,19069,Nicole Kukawski,0:00:00
99999,6158,Kenny Fisher,0:00:00
99999,27112,Jessica Hanson,5:45:24
99999,12044,Marcio Monteiro,0:00:00
99999,20118,Scot Pankey,0:00:00
99999,6156,Julia Hudnut-Beumler,0:00:00
99999,22078,Rachel Deer,0:00:00
99999,24201,Madison Rau,0:00:00
99999,16101,Jillian Sutton,0:00:00
99999,14006,Laura Beth Humen,0:00:00
99999,5032,Barry Ladd,0:00:00
99999,27201,Desiree Hahnefeld,3:56:45
99999,2057,Chad Windham,0:00:00
99999,5095,James Yerkes,0:00:00
99999,27369,Tasha Owens,0:00:00
99999,14004,Ben Standefer,0:00:00
99999,24233,Brad Turner,0:00:00
99999,6138,Heather Obrien,0:00:00
99999,18030,Hassan Fallah,0:00:00
99999,11005,Gary Letchworth,0:00:00
99999,21047,Alison Cherry,0:00:00
99999,25071,John Morris,0:00:00
99999,20124,Michael Walthers,0:00:00
99999,6080,Michael Carey,0:00:00
99999,1093,Monserrat Leon,0:00:00
99999,27077,Ashley Cavnar,0:00:00
99999,20160,Amy Haygood,0:00:00
99999,3162,Tim Russell,0:00:00
99999,26056,Heather Carty,0:00:00
99999,11067,Matthew Cire,0:00:00
99999,16199,Brian Joy,0:00:00
99999,20044,Janet Tummins,5:47:59
99999,27370,Terry Hatler,5:26:01
99999,3074,Cameron Eades,0:00:00
99999,26034,Bonnie St. Germain,0:00:00
99999,7169,Michael Dole,0:00:00
99999,10009,Chris Fuller,0:00:00
99999,12042,Terry Davis,0:00:00
99999,21108,Ryan Tobin,0:00:00
99999,7005,Barry Martin,0:00:00
99999,3020,Rafael Zamora,0:00:00
99999,7161,Tilghman Whitacre,0:00:00
99999,6083,Hunter Burney,0:00:00
99999,21042,Karrie Tyler,0:00:00
99999,3085,Gert August,0:00:00
99999,24190,Nicole Rosa,0:00:00
99999,1033,David Saunders,0:00:00
99999,10028,Cailey Petelinsek,0:00:00
99999,3119,Jennifer Priest,0:00:00
99999,14029,Kyle Williams,0:00:00
99999,30473,Joshua Easler,0:00:00
99999,24202,Allison Bruno,0:00:00
99999,24163,Melinda Neave,0:00:00
99999,11035,Pam Piligian,4:42:46
99999,27350,Justin Myers,5:06:29
99999,13119,Sharon Ellis,5:37:02
99999,19056,Brett Wright,0:00:00
99999,1148,Kyle Butler,0:00:00
99999,25108,Joshua Cowan,0:00:00
99999,26221,Maryrae Zarantonello,0:00:00
99999,7145,Nicole Hutchins,0:00:00
99999,20009,Andrea Durkin,0:00:00
99999,1224,Luke Sigle,0:00:00
99999,14019,Daniel Vest,0:00:00
99999,7015,Shaun Kahanec,0:00:00
99999,17045,Josh Kluzak,0:00:00
99999,24082,Christopher Taylor,0:00:00
99999,17018,Jeremy Caplan,0:00:00
99999,24180,Katherine Paoletti,0:00:00
99999,6159,Rebecca Harris,0:00:00
99999,25089,Erin Newell,0:00:00
99999,6098,Levi Roberts,0:00:00
99999,11084,Jamie Simpson,0:00:00
99999,26009,Ryan Head,0:00:00
99999,26203,Christina Kennedy,0:00:00
99999,4001,Samuel Hall,0:00:00
99999,8021,Cormac Kenny,0:00:00
99999,27165,Barry Goldmeier,0:00:00
99999,3041,Cody D'Alessandro,0:00:00
99999,16148,Tim Gonyea,0:00:00
99999,24146,John Thompson,0:00:00
99999,5030,Richard Hendrick,0:00:00
99999,10063,Jacob Beard,0:00:00
99999,6102,Rachel Raykov,0:00:00
99999,23047,Stacy Walls,0:00:00
99999,16057,Bridgette Fiorucci,0:00:00
99999,10049,Cody Cravens,0:00:00
99999,22039,Will Deisley,0:00:00
99999,26015,Lorie Arnold,0:00:00
99999,16099,Katherine White,0:00:00
99999,21101,Joseph Rivera,0:00:00
99999,26162,Dana Alexander,0:00:00
99999,24143,Florence Lewis,0:00:00
99999,26155,Peggy Beaupre,5:21:12
99999,27172,Bryan Thrower,0:00:00
99999,24192,Rosalie Bensen,0:00:00
99999,1076,Preston Porter,0:00:00
99999,20053,Michael Knish,0:00:00
99999,4057,Patrick Bryden,0:00:00
99999,8146,Stephen Dunkley,0:00:00
99999,20014,Kevin Zhao,0:00:00
99999,11000,William Page,0:00:00
99999,43166,Wes Vause,0:00:00
99999,21138,Lindsey Hurtado,0:00:00
99999,27092,Kelly Martin,5:10:15
99999,1001,William Evans,0:00:00
99999,16048,Aaryn Schied,0:00:00
99999,8095,Ian Jamison,0:00:00
99999,11056,Carlos A Villicana,3:10:05
99999,25195,Ruth Onnen,0:00:00
99999,1165,Jay Jump,0:00:00
99999,14058,Kyle Heckathorn,0:00:00
99999,24142,Chris Fears,0:00:00
99999,13059,Rhonda Foulds,0:00:00
99999,11146,Isaac Long,0:00:00
99999,27163,Courtney Hitchcock,0:00:00
99999,25060,Levi Hopkins,3:41:12
99999,25191,Lorie Wood,0:00:00
99999,22053,Jeanne Arthur,0:00:00
99999,16096,Kiran Patel,0:00:00
99999,10092,Stuart Williams,0:00:00
99999,24118,Bonnie Taft,0:00:00
99999,6056,Miles Peet,0:00:00
99999,20012,Johnny Horne,0:00:00
99999,25295,Jorge Lopez,0:00:00
99999,1233,Kay Yu,0:00:00
99999,24107,Meghan Mcginnis,0:00:00
99999,24156,Molly Megna,0:00:00
99999,27175,Tara Chang,0:00:00
99999,22030,Kellie Chambers,0:00:00
99999,27338,Carey Thompson,0:00:00
99999,21024,Jon Bingham,0:00:00
99999,26279,John Lane,0:00:00
99999,16174,Susan Crocker,0:00:00
99999,26027,Donna Sorensen,0:00:00
99999,2026,Sweta Patel,0:00:00
99999,21185,Juliana Robine,3:41:12
99999,25206,Michelle Mullins,0:00:00
99999,21010,Cindy Gornick,0:00:00
99999,26054,Colleen Mcpartland,0:00:00
99999,26247,Jonathan Siu,0:00:00
99999,7028,Maria Pope,0:00:00
99999,7181,Ashley Russell,0:00:00
99999,27030,Sam Calhoun,0:00:00
99999,25298,Krystal Hall,5:06:18
99999,25112,Regina Cowan,0:00:00
99999,19111,Justin Browne,0:00:00
99999,16024,Leah Pelfrey,0:00:00
99999,22054,Margaret Anthony,0:00:00
99999,1075,Luis Monge,0:00:00
99999,6036,Christina Mott,0:00:00
99999,24045,Lisa Van Wagenen,5:06:52
99999,27086,Thomas Engle,5:48:29
99999,26303,Katherine Troxell,0:00:00
99999,21119,Gary Carty,0:00:00
99999,4115,Kara Chapman,0:00:00
99999,21109,Rebecca Casey,0:00:00
99999,1061,Rafael Carmona,0:00:00
99999,26345,David Blickwedel,0:00:00
99999,8044,Lindsay Chetelat,0:00:00
99999,10085,Kim Engelhardt,0:00:00
99999,24102,Stephen Gotham,0:00:00
99999,7001,Annette Brushwitz,0:00:00
99999,6001,Wende Cleary,0:00:00
99999,25111,Ethan Cowan,0:00:00
99999,26287,Kenneth Roberts,0:00:00
99999,1155,Marcia Fettig,0:00:00
99999,15087,Holly Frank,0:00:00
99999,26185,Andra Jones,0:00:00
99999,8085,Teresa Gadient,0:00:00
99999,26288,Michael Orndorff,0:00:00
99999,11074,Brianna Campbell??,0:00:00
99999,21009,Melissa Royer,0:00:00
99999,1043,Jeremy Fuller,0:00:00
99999,11078,Ryan Conners,0:00:00
99999,1045,Brianna Feerst,0:00:00
99999,18083,Julie Kennedy,0:00:00
99999,21146,Carolyn Grasse,0:00:00
99999,11081,Mcdugle James,0:00:00
99999,25056,Valerie Swystun,0:00:00
99999,10061,Jim Schaeffer,0:00:00
99999,16004,Casey Tierney,0:00:00
99999,19146,Stephenie Gloden,0:00:00
99999,13004,Brian Nicolarsen,0:00:00
99999,26003,Jordan Perrine,0:00:00
99999,17022,Jacoby Kang,0:00:00
99999,26341,Brittany Korbel,4:28:35
99999,6052,Brian Schneider,0:00:00
99999,3083,James Thompson,0:00:00
99999,434,Jane Tao,5:38:52
99999,26153,Kathryn Swords,0:00:00
99999,1192,Danna Anderson,0:00:00
99999,1060,Keyes Wheeler,0:00:00
99999,15038,Prasanth Mallaya,0:00:00
99999,1205,Elaine Wiegrefe,0:00:00
99999,26051,Leslie Gillespie-Marthaler,0:00:00
99999,24193,Chris Chidester,0:00:00
99999,27196,Anna Noel,0:00:00
99999,6152,William Daggett,3:16:58
99999,27206,Melissa Harper,0:00:00
99999,9009,Matthew Burgoyne,0:00:00
99999,13007,Gabriel Lopez,0:00:00
99999,22108,Tammy Reid,4:51:41
99999,18049,Brittany Ford,0:00:00
99999,1231,John Godchaux,0:00:00
99999,11076,Mark Jackson,0:00:00
99999,26220,Dulce Barton,6:04:08
99999,27355,Arthur Thornton,0:00:00
99999,19048,Blane Clark,3:40:23
99999,3097,Dale Dellimore,0:00:00
99999,12074,Adam Davis,0:00:00
99999,5047,John Mcmillian,0:00:00
99999,21147,Brenda Wellden,0:00:00
99999,9038,James Swindle,0:00:00
99999,25006,Kathryn Cope,0:00:00
99999,15119,Rob Duncan,0:00:00
99999,7174,Jeremy Thompson,0:00:00
99999,26243,Cathy Knapp,0:00:00
99999,1196,Julie Hanger,0:00:00
99999,10117,Laura Hodges,0:00:00
99999,27004,Scott Whitson,0:00:00
99999,27258,Russell Enger,0:00:00
99999,7070,Duane George,0:00:00
99999,13019,Matthew Schrupp,0:00:00
99999,15013,William Lee,0:00:00
99999,25190,Chris Figueroa,0:00:00
99999,25005,Stephanie Richardson,0:00:00
99999,11101,Taylor Thomas,0:00:00
99999,17001,Frank Callis,0:00:00
99999,26234,Christyn Waldrop,5:23:06
99999,15096,Caleb Hobgood,0:00:00
99999,1163,Reon Holloway,2:22:41
99999,16038,Chris Zilka,0:00:00
99999,16090,Dan Musielewicz,0:00:00
99999,2006,Kathy Gallagher,0:00:00
99999,21129,Ryan Lahr,0:00:00
99999,13098,Leslie Beech Chambers,0:00:00
99999,22007,Jose Aristizabal,0:00:00
99999,20039,Brittani Downey,0:00:00
99999,1157,Dave Holloway,0:00:00
99999,21068,Jennifer Hunter,0:00:00
99999,27245,Margherita Demoya,5:16:30
99999,27108,Madisson Clarry,0:00:00
99999,24031,Kelsey Higgins,0:00:00
99999,1179,Jamie Von Reyn,0:00:00
99999,3091,Cindy West,0:00:00
99999,25284,Lauren Maurizi,0:00:00
99999,11059,Oksana Jensen,0:00:00
99999,21130,Greg Lahr,0:00:00
99999,1123,Robert Rivera,0:00:00
99999,1078,Chris March,0:00:00
99999,20036,Donna Davis,4:58:17
99999,16100,Jennifer Miller,0:00:00
99999,27190,Michael Philbrick,0:00:00
99999,20003,Sonya Skillings,0:00:00
99999,25053,John Adams,0:00:00
99999,7067,Daniel Johnson,0:00:00
99999,18132,George Hernandez,0:00:00
99999,11004,Matthew Freeman,0:00:00
99999,6088,Matthew Hansche,0:00:00
99999,27361,Heather Quinn,4:56:54
99999,13091,Christopher Young,0:00:00
99999,2414,Todd Galdes,2:59:29
99999,27353,Dl Dean,0:00:00
99999,8097,Philip Geha,0:00:00
99999,22040,Stephanie Farrell,0:00:00
99999,1102,Bryan Plumb,0:00:00
99999,24177,Olivia Greeley,0:00:00
99999,8084,Tony Ball,0:00:00
99999,22036,David Krinsky,0:00:00
99999,26128,David Black,0:00:00
99999,12046,Laurie Dinsmore,0:00:00
99999,21072,Emileigh Rau,0:00:00
99999,12107,Corey Donohoe,0:00:00
99999,5010,Katherine Chesnutt,0:00:00
99999,25050,Taylor Fagan,0:00:00
99999,21148,Kevin Walker,5:04:02
99999,1054,Michael Seiler,0:00:00
99999,6135,Corey Ogiba,0:00:00
99999,16134,Justin Gibson,0:00:00
99999,20123,Caitlin Barlow,0:00:00
99999,4066,John Cote,0:00:00
99999,13050,Daniel Bird,0:00:00
99999,9012,Ginger Hodges,0:00:00
99999,20095,Steve Piantanida,0:00:00
99999,20111,Alba Douglas,0:00:00
99999,20017,Jay Brimstin,0:00:00
99999,26029,Victoira Hirschberg,0:00:00
99999,26329,Tiana Willis,4:46:55
99999,1008,Aaron King,0:00:00
99999,27075,Quionda Perkins,0:00:00
99999,8001,Jessica Valmonte,0:00:00
99999,25212,Matt Boutcher,0:00:00
99999,21107,Niles Maddox,0:00:00
99999,27186,Steve O'Donnell,0:00:00
99999,13034,Jillian Lentz,0:00:00
99999,24168,Vail Ross,2:54:43
99999,24044,Mary Douglas Wilson,0:00:00
99999,26114,Joy Bartle,0:00:00
99999,6161,Tina Fewer,0:00:00
99999,4048,Andrew Rowan,0:00:00
99999,18085,Amanda Volk,0:00:00
99999,22109,Angela Brinker,0:00:00
99999,24081,Karen Hood,0:00:00
99999,24106,Justin Deardorff,0:00:00
99999,22042,Ramu Tummala,0:00:00
99999,8129,Lisa Edwards,0:00:00
99999,26117,Kinley Winchester,0:00:00
99999,27052,Mark Hirsh,0:00:00
99999,27050,Laura Josiah,0:00:00
99999,18035,Judy Rowland,0:00:00
99999,9002,Nanette Vanauken,3:49:19
99999,16136,Bradley Chenoweth,0:00:00
99999,20054,Leah Prince,0:00:00
99999,24002,Victoria Oman,0:00:00
99999,6123,Steven Andersen,0:00:00
99999,111126,Gilbert Varela,0:00:00
99999,18068,Lily Cogdill,0:00:00
99999,17036,Kaitlin Parker,0:00:00
99999,8072,Damon Clark,0:00:00
99999,27099,Shayanne Roth,0:00:00
99999,20089,Erin Kimla,0:00:00
99999,4009,Greg Moser,2:37:21
99999,22061,Jeffrey Grenfell,0:00:00
99999,3161,Taylor Cochran,0:00:00
99999,24050,Roger Hauge,0:00:00
99999,26285,Matt Eash,0:00:00
99999,27343,Deanna Sparaco,5:09:39
99999,3048,Brian Hickey,0:00:00
99999,18005,Courtney George,4:04:59
99999,25172,Krista Scott,0:00:00
99999,11047,Adam Nau,0:00:00
99999,25091,Elizabeth Cropps,4:59:34
99999,21145,Bill Culver,3:49:43
99999,24188,Suresh Karne,0:00:00
99999,24179,John Graham,0:00:00
99999,27219,Gigail Cureton,0:00:00
99999,5084,Paul Still,0:00:00
99999,12071,Steve Harper,0:00:00
99999,27294,Deborah Hosmer,4:53:55
99999,3006,Rafael Martinez,0:00:00
99999,13028,Billy Kunkel,0:00:00
99999,11009,Joseph Goode,0:00:00
99999,9045,Cristin Gorajczyk,0:00:00
99999,7023,Anne Mcclain,0:00:00
99999,1153,Austin Waldrop,0:00:00
99999,3078,Sylvia Ly,0:00:00
99999,18102,Rebecca Goering,0:00:00
99999,25121,Renae Woodard,0:00:00
99999,25227,Sherry Richards,4:48:46
99999,21035,Robert Stowe,0:00:00
99999,24187,Mandy Withers,0:00:00
99999,11055,Carlos Villicana,0:00:00
99999,26195,Eric Davis,0:00:00
99999,26017,Jeremy Zurawski,5:25:34
99999,25316,Lee Newton,0:00:00
99999,15049,Susan Lucas,0:00:00
99999,26104,Lacy Raybould,0:00:00
99999,8032,Juli Stensland,0:00:00
99999,22034,Kris Eyrikson,0:00:00
99999,13077,Zoe Slobodin,0:00:00
99999,4076,Sawyer Donohoo,0:00:00
99999,24194,Danny Register,0:00:00
99999,25009,Emily Haag,0:00:00
99999,20156,Kelsey Milligan,0:00:00
99999,26212,Zachary Coppa,0:00:00
99999,25165,Samantha Foerke,0:00:00
99999,19118,David Mathia,5:07:24
99999,27359,Tracy Murphy,0:00:00
99999,25167,Teryn McNeal,0:00:00
99999,16080,Josh Garst,0:00:00
99999,8098,Inga Maurer,0:00:00
99999,21151,Justin Davis,0:00:00
99999,16217,Brent Atkinson,0:00:00
99999,17016,James Gauthier,0:00:00
99999,26191,Kelly Keathley,0:00:00
99999,11095,Kathryn Marshall,0:00:00
99999,1232,Lela Prashad,0:00:00
99999,27045,Lawrence Clements,0:00:00
99999,2013,Roy Headwell,0:00:00
99999,27142,Lee Brooks,0:00:00
99999,21143,Vinay Kamineni,0:00:00
99999,5100,Elizabeth Skola,0:00:00
99999,26263,Heidi Patrick,0:00:00
99999,4140,Dustin Jameson,0:00:00
99999,25321,Melinda Young,0:00:00
99999,4077,Garret Merriam,0:00:00
99999,7029,Laird Malamed,0:00:00
99999,10087,Martin Nguyen,0:00:00
99999,26264,Andrew Lynch,0:00:00
99999,25271,Charlene Ploetz,0:00:00
99999,20154,Amie Buckley,0:00:00
99999,15072,Lynn Williford,0:00:00
99999,21118,Hee Lee,0:00:00
99999,25303,Carla Zoda,4:45:16
99999,12022,Joseph Barnes,0:00:00
99999,27290,Charissa Peterman,5:39:50
99999,19131,Kim Ashby,0:00:00
99999,21135,Meredith Thompson,0:00:00
99999,7065,Mandy Grimshaw,0:00:00
99999,26076,Alyson Cook,0:00:00
99999,27059,Kevin Davis,5:59:53
99999,27088,Erika Guevara,5:11:33
99999,11083,Edward Hunt,3:50:44
99999,18041,Blake Bewley,0:00:00
99999,1128,Mamie Erin Hill,0:00:00
99999,27203,Daphne Johnston,0:00:00
99999,25300,Ryan Cross,5:01:57
99999,24028,Ashlyn Chambers,0:00:00
99999,21046,Becky Racicot,0:00:00
99999,6119,Danny Harrison,0:00:00
99999,4123,Allison Mcleod,0:00:00
99999,4132,Alex Trevisan,0:00:00
99999,14042,Ravi Aradhyula,0:00:00
99999,20085,Lisa Eakins,4:57:06
99999,2010,Kevin Lofton,0:00:00
99999,11079,Sarah Stover,0:00:00
99999,25148,Anna Goode,0:00:00
99999,26127,Brandie Wallace,0:00:00
99999,25159,Gloria Wright Cook,0:00:00
99999,18125,Chanceton Littrell,0:00:00
99999,1024,Lauren Tranquilli,0:00:00
99999,25021,Lori Schlecht,5:37:29
99999,7158,Ryan Avila,0:00:00
99999,1140,Ben Garbe,0:00:00
99999,16043,David Jett,0:00:00
99999,22020,Helen Alarcon,5:48:15
99999,7172,Michael Skorich,0:00:00
99999,24003,Cynthia Berndt,0:00:00
99999,1036,Craig Fredrich,0:00:00
99999,24160,Martha Ivester,0:00:00
99999,18093,Christopher Peck,0:00:00
99999,5061,Serena Krause,0:00:00
99999,25254,Molly Kinkead,5:35:58
99999,2019,Barry Mccubbin,0:00:00
99999,16097,Msgt Tim Clenney,0:00:00
99999,18000,Jake Wright,0:00:00
99999,20027,Michelle Lazar,0:00:00
99999,7153,Marjie Beal,0:00:00
99999,8035,Kerri Gallagher,0:00:00
99999,26335,Melinda Calgie,4:45:07
99999,3019,Kellie Walker,0:00:00
99999,25037,Jennifer Babic,0:00:00
99999,25002,Daniel Crowell,5:24:55
99999,19016,Reich Gapasin,0:00:00
99999,16044,Heather Schroeder,0:00:00
99999,13012,Steven Thweatt,0:00:00
99999,8039,Maria Dean,0:00:00
99999,23075,Wendie Schneider,0:00:00
99999,8060,Kevin Ritola,0:00:00
99999,1070,Matt Thomas,0:00:00
99999,21088,Brandilyn Woodard,0:00:00
99999,26059,Sara Holland,0:00:00
99999,4109,Zachary Tucker,0:00:00
99999,6149,Mark Von Dohlen,0:00:00
99999,20079,Sarah Myatt,3:36:33
99999,16133,Bryanna Wooley,0:00:00
99999,27192,Shawna Hornsby,0:00:00
99999,2031,Jeffrey Guy,0:00:00
99999,19109,Shaoping Zhou,0:00:00
99999,8061,Doug Ward,0:00:00
99999,12120,Matt Henry,0:00:00
99999,3102,Jessica Geib,0:00:00
99999,15047,Leslie Schuer,0:00:00
99999,19076,Kalyn Helton,0:00:00
99999,20034,Darrell Sheffield,0:00:00
99999,12008,Ashley Garcia,3:43:47
99999,5068,Kaitlin Mulder,0:00:00
99999,20024,Lori Johnson,0:00:00
99999,7159,Janna Chew,0:00:00
99999,1154,Patrick Dorgan,0:00:00
99999,25109,Lindsey Cowan,0:00:00
99999,14001,Andrew P Fitzgerald,0:00:00
99999,7164,Rachel Grabow,0:00:00
99999,24053,Jamie Thompson,0:00:00
99999,23008,Maria Mieling - Lopez,0:00:00
99999,21098,Wesley Woods,0:00:00
99999,26002,Kimberly Stokes,0:00:00
99999,16029,Bill Ammeson,0:00:00
99999,7056,Ned Rossini,0:00:00
99999,27269,Joshua Greene,0:00:00
99999,10043,Claudia Barhorst,0:00:00
99999,9096,Cody Scarboro,0:00:00
99999,14061,Rob Cavallo,0:00:00
99999,25076,Joslyn Berce,0:00:00
99999,27351,Scott Stringer,0:00:00
99999,25151,Michele Winter,0:00:00
99999,13032,Archibold Marowa,0:00:00
99999,2128,Tim Cotham,0:00:00
99999,24184,Troy Johnson,0:00:00
99999,26043,Sixia Sun,0:00:00
99999,403,Patti Mortland,4:28:21
99999,27125,Kelsey Turner,0:00:00
99999,15077,Jim Horne,0:00:00
99999,12021,Deanna Alexander,5:12:11
99999,27074,Cindy Brown,0:00:00
99999,14071,Janeanna Shell,0:00:00
99999,9005,Denise Severson,0:00:00
99999,19113,Bree Switzer,0:00:00
99999,2098,Mike Mckeown,0:00:00
99999,5053,Victor Kunze,0:00:00
99999,5055,Christine Keck,0:00:00
99999,27129,Rachel Stowe,0:00:00
99999,27105,Mark Jackson,0:00:00
99999,1242,Kevin Nelan,0:00:00
99999,1139,Kim Watson,0:00:00
99999,11064,Sandra Hutter,0:00:00
99999,26101,Leah Tucker,0:00:00
99999,15058,Dianna Campbell,0:00:00
99999,1184,Scott Clemens,0:00:00
99999,15088,Gary Jording,0:00:00
99999,18003,Ed Recavarreb,0:00:00
99999,20099,Heather Robertson,0:00:00
99999,1096,Greg Barnes,0:00:00
99999,25308,Matthew Pechnik,0:00:00
99999,25176,Beth Polca,0:00:00
99999,9067,Charlotte Campbell,0:00:00
99999,22018,Lisa Pass,0:00:00
99999,26270,Cortney Sexton,0:00:00
99999,24149,Christy Moore,0:00:00
99999,16046,Edward Lyle,0:00:00
99999,6160,Brad Pope,0:00:00
99999,19019,Rey Jones,0:00:00
99999,25020,Susan Fazekas,0:00:00
99999,8105,David Gonnelly,0:00:00
99999,20070,Bethany Champion,0:00:00
99999,26036,Allison Bingham,0:00:00
99999,11037,Malissia Zapata,0:00:00
99999,26102,Cameron Case,5:20:34
99999,12094,Colleen Chafatelli,0:00:00
99999,1095,Kyle Baldwin,0:00:00
99999,20129,Edmund Williams,0:00:00
99999,23030,Mallory Canterberry,5:35:58
99999,25003,Walter Knowles,0:00:00
99999,12112,Emma Tillman,0:00:00
99999,17013,Danny Wright,0:00:00
99999,26349,Carrie Reynolds,5:26:34
99999,11061,Jonathan Sumy,0:00:00
99999,6111,Joshua Albert,0:00:00
99999,11089,Stephen Dudash,0:00:00
99999,25186,Brooke Quiggins Saulnier,0:00:00
99999,1193,Trey Mcgregor,0:00:00
99999,1038,James Nabholz,0:00:00
99999,14012,Joseph Ravenscroft,0:00:00
99999,26087,Keith Mitchell,0:00:00
99999,19034,Christopher Molnar,0:00:00
99999,25086,Edward Bellah,0:00:00
99999,25189,Keith Peterfreund,0:00:00
99999,27241,Stephanie Odom,0:00:00
99999,1243,Lisa Nelan,0:00:00
99999,12064,Anthony Ohrey,0:00:00
99999,15052,Kristin Braithwaite,0:00:00
99999,25070,Kimberly Linfert,0:00:00
99999,22075,Kisha Davis,0:00:00
99999,27240,Jenny Dortch,5:23:43
99999,7152,Matt Mcbryde,0:00:00
99999,2071,John Peterson,0:00:00
99999,8157,Sota Kibe,0:00:00
99999,27262,Martin Douglas,0:00:00
99999,13082,Cin Johnston,4:02:47
99999,21013,Annette Schuchert,3:19:48
99999,9011,Richard Russell,0:00:00
99999,2097,Brian Schlake,0:00:00
99999,24005,Omar Rodriguez,0:00:00
99999,25125,Brandon Moore,5:31:09
99999,26018,Chris Boykin,0:00:00
99999,24127,Johnathan Tassone,0:00:00
99999,2096,Shawn Barton,0:00:00
99999,5086,Simon Alexander,0:00:00
99999,26289,Mark Smith,0:00:00
99999,27096,Evelyn Smith,5:44:06
99999,2035,Darrin Gugala,0:00:00
99999,26158,Dreyton Collins,0:00:00
99999,3,Craig Padgett,0:00:00
99999,1083,Matt Taylor,0:00:00
99999,7026,Peggy Walsh,0:00:00
99999,8086,Heath Creel,0:00:00
99999,11011,Stacy Davison,0:00:00
99999,18033,Chrissie Dahlstrom,0:00:00
99999,20132,Lindsey Rae,0:00:00
99999,21136,Julie Sehnal,0:00:00
99999,21017,Megan Reeh,0:00:00
99999,27024,James Cook,1:26:11
99999,22069,Kayla Barreto,0:00:00
99999,25126,Penny Spain,0:00:00
99999,24183,Carlye Mills,0:00:00
99999,6017,Sarah Buckliew,0:00:00
99999,1025,Jonathan Bugman,0:00:00
99999,7006,Jennifer Erickson,0:00:00
99999,18146,Ashley Amirkhanian,6:08:25
99999,7012,Eliza Crawford,0:00:00
99999,6087,Benjamin Watson,0:00:00
99999,7183,Jeff Salyers,0:00:00
99999,19021,Chris Brickell,0:00:00
99999,7002,Samuel Wilcox,0:00:00
99999,26325,Eric Taitt,5:25:50
99999,1227,Dan Crotts,0:00:00
99999,11003,Shauna Harbison,0:00:00
99999,27223,Leigha Baker,4:50:53
99999,20062,Shawn Castrillo,0:00:00
99999,12049,Jessica Cocita,0:00:00
99999,25013,Mary Taylor Endsley,0:00:00
99999,19015,Kelly Mckean,0:00:00
99999,26083,Alexandra Little,0:00:00
99999,27272,Jim Barta,5:09:46
99999,22099,Robert Lucas,0:00:00
